Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K11252	K11252: histone H2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73E-05	0	0	0	0	0	0	0	0	0	0	0
K11253	K11253: histone H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59E-05	0	0	0	0	0	0	0	0	0	0	0
K11258	K11258: acetolactate synthase II small subunit	0.000101388	0	7.57E-05	4.26E-05	0.000104399	0.000119237	0.000105842	0	3.03E-05	2.25E-05	0	2.82E-05	0	0	0	2.13E-05	0	0.000187981	2.89E-05	2.98E-05	0	0	0	0	2.64E-05	0	0	4.34E-05	0
K11259	K11259: acetolactate synthase-like protein	0	0	0	0	0	0	0	0	0	0	3.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11260	K11260: formylmethanofuran dehydrogenase subunit G	0	0	0	0	0	0	0	2.41E-05	3.47E-05	2.57E-05	2.73E-05	0	0	2.86E-05	2.37E-05	2.43E-05	0	0	6.56E-05	0	0.000138366	0	0	0	3.09E-05	0	0	4.86E-05	0
K11261	K11261: formylmethanofuran dehydrogenase subunit E	5.79E-05	0	9.12E-05	5.42E-05	2.45E-05	2.53E-05	1.68E-05	0.000131082	7.98E-05	9.68E-05	0.000118333	9.64E-05	8.34E-05	9.14E-05	0.00010794	0.000118984	0	4.21E-05	0.00012831	0.000120777	0.000122669	9.01E-05	4.58E-05	9.25E-05	6.09E-05	6.44E-05	2.19E-05	5.46E-05	0
K11262	K11262: acetyl-CoA carboxylase	0	0	0	0	0	0	0	0	0	7.16E-07	0	0	1.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11263	K11263: acetyl/propionyl carboxylase subunit alpha	4.92E-05	0	5.20E-05	4.38E-05	7.72E-05	3.79E-05	0.000109191	3.86E-05	3.63E-05	3.17E-05	3.04E-05	2.90E-05	9.70E-05	4.67E-05	2.59E-05	2.36E-05	0	1.24E-05	2.01E-05	4.16E-05	1.72E-05	3.67E-05	2.98E-05	3.09E-05	2.73E-05	2.94E-05	2.83E-05	3.55E-05	0.000227868
K11264	K11264: methylmalonyl-CoA decarboxylase	1.59E-05	0	2.37E-05	1.35E-05	3.26E-05	0	0	0	9.58E-06	7.12E-06	0	8.93E-06	0	0	0	0	0	5.88E-05	9.13E-06	0	0	0	0	0	0	0	0	0	0
K11275	K11275: histone H1/5	0	0	0	0	0	0	0	6.19E-06	0	0	8.92E-06	0	0	0	7.73E-06	1.26E-05	0	0	1.93E-05	0	0	0	7.65E-06	0	7.95E-06	1.56E-05	0	0	0
K11276	K11276: nucleophosmin 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-06	0	0	0	0	0	0	6.20E-06	0	0	0	0	0	0
K11285	K11285: TSPY-like 2	0	0	0	0	0	0	0	0	0	0	0	3.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11293	K11293: protein HIRA/HIR1	0	0	0	1.24E-05	3.02E-06	0	0	2.46E-06	0	0	3.13E-06	6.61E-06	8.49E-06	1.46E-06	1.21E-06	3.73E-06	0	0	3.38E-06	1.75E-06	0	3.63E-06	1.25E-06	1.42E-06	3.16E-06	3.10E-06	4.00E-06	2.48E-06	0
K11294	K11294: nucleolin	1.37E-05	0	1.02E-05	5.80E-06	7.04E-06	0	0	6.79E-06	4.13E-06	2.54E-05	3.26E-06	7.70E-06	0	1.46E-05	8.94E-06	1.52E-05	0	3.76E-05	3.25E-05	1.18E-05	0	4.23E-06	1.22E-05	2.02E-05	7.37E-06	0	0	3.12E-05	0
K11308	K11308: histone acetyltransferase MYST1	5.04E-06	0	0	0	0	0	0	0	0	0	2.08E-06	0	0	0	0	0	0	0	0	4.06E-06	0	0	0	0	3.68E-06	0	0	0	0
K11312	K11312: cupin 2 domain-containing protein	0	0	0	0	0	0	0	1.68E-05	0	0	1.40E-05	0	0	0	0	0	0	0	0	0	0	2.48E-05	0	0	2.14E-05	0	0	0	0
K11320	K11320: E1A-binding protein p400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06E-07	0	0	0	0	0	0
K11322	K11322: enhancer of polycomb-like protein	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	1.56E-06	0	0	0	0	2.25E-06	0	0	1.61E-06	0	2.04E-06	0	0	0	0
K11325	K11325: L-cysteine/cystine lyase	0	0	0	0	0	0	0	0	0	5.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11328	K11328: two-component system- OmpR family- Ni(II)-sensor and/or redox sensor	0	0	0	0	0	1.03E-05	0	0	0	0	0	0	0	0	4.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11329	K11329: two-component system- OmpR family- response regulator RpaB	3.47E-05	0	4.07E-05	4.45E-05	3.65E-05	7.72E-05	0	3.69E-05	3.24E-05	4.10E-05	5.89E-05	7.13E-05	1.84E-05	7.97E-05	0.000105577	8.45E-05	0	0	5.17E-05	5.43E-05	0	5.44E-05	9.24E-05	7.01E-05	0.000100578	9.77E-05	7.44E-05	5.85E-05	0
K11330	K11330: two-component system- OmpR family- Ni(II)-responsive and/or	0	0	0	0	0	0	3.94E-05	0	0	0	0	0	0	0	7.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11332	K11332: two-component system- OmpR family- response regulator NblR	0	0	0	0	0	0	0	0	1.16E-05	0	0	1.08E-05	3.69E-05	9.54E-06	7.90E-06	0	0	0	0	0	0	0	8.16E-06	0	0	0	0	1.57E-05	0
K11334	K11334: chlorophyllide reductase subunit Y	4.93E-05	0	5.16E-05	0.000117264	6.09E-05	8.44E-05	0	9.12E-05	0.000143113	5.76E-05	4.70E-05	0.000138881	5.71E-05	6.40E-05	4.08E-05	5.02E-05	0	0	5.68E-05	0.000105732	4.76E-05	4.89E-05	5.05E-05	6.23E-05	7.98E-05	5.21E-05	4.04E-05	8.36E-05	0
K11356	K11356: two-component system- sensor histidine kinase and response regulator	0	0	0	0	0	6.09E-06	0	2.41E-06	0	0	5.58E-06	3.23E-06	0	0	4.82E-06	0	0	0	0	0	0	3.68E-06	2.53E-06	0	0	0	0	0	0
K11357	K11357: two-component system- PleD family- sensor histidine kinase DivJ	8.82E-06	0	0	6.07E-06	7.36E-06	8.05E-06	0	6.03E-06	0	2.38E-05	1.87E-05	0	0	1.32E-05	2.65E-05	2.28E-05	0	0	1.25E-05	2.47E-05	0	1.46E-05	1.60E-05	3.47E-06	2.01E-05	0	0	1.97E-05	0
K11358	K11358: aspartate aminotransferase	0.000429052	0	0.000361385	0.000438678	0.000406849	0.00040002	0.000277765	0.000397945	0.000512949	0.00032098	0.000351462	0.000451762	0.000509806	0.000356683	0.00041376	0.000416028	0	6.09E-05	0.000348861	0.000517974	0.000504828	0.000415345	0.00046036	0.000433065	0.000421936	0.000476764	0.000391229	0.000476102	0
K11360	K11360: transcriptional activator SPT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95E-06	0	0	5.81E-06	0
K11367	K11367: chromodomain-helicase-DNA-binding protein 1	2.68E-06	0	2.00E-06	0	0	0	0	1.27E-06	1.62E-06	0	1.28E-06	1.51E-06	0	1.50E-06	1.25E-06	0	0	0	1.54E-06	0	0	1.66E-06	0	0	0	0	0	2.56E-06	0
K11370	K11370: ADA HAT complex component 1	0	0	0	0	0	0	0	0	0	0	0	0	7.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11381	K11381: 2-oxoisovalerate dehydrogenase E1 component	4.39E-05	0	2.23E-05	9.96E-06	1.09E-05	1.77E-05	0	7.74E-05	5.47E-05	3.07E-05	7.93E-05	1.80E-05	1.53E-05	6.15E-05	6.23E-05	5.42E-05	0	1.19E-05	5.65E-05	3.59E-05	0.000207144	2.37E-05	6.48E-05	5.15E-05	5.57E-05	6.33E-06	1.76E-05	9.88E-05	0
K11382	K11382: MFS transporter- OPA family- phosphoglycerate transporter protein	9.54E-06	0	2.13E-05	0	0	5.12E-05	0	0	0	1.28E-05	0	1.06E-05	9.21E-06	0	0	0	0	7.02E-05	1.64E-05	5.60E-06	0	0	4.12E-06	9.27E-06	0	2.00E-05	0	0	0
K11383	K11383: two-component system- NtrC family- sensor histidine kinase KinB	0	0	0	0	0	0	0	3.08E-06	4.43E-06	2.30E-05	0	0	6.90E-06	7.29E-06	3.03E-06	6.20E-06	0	0	1.26E-05	1.31E-05	0	0	3.13E-06	1.07E-05	3.95E-06	0	0	0	8.44E-07
K11384	K11384: two-component system- NtrC family- response regulator AlgB	0	0	0	0	0	0	0	0	5.83E-06	8.76E-06	4.63E-06	0	0	0	1.20E-05	4.18E-06	0	0	0	0	4.72E-05	0	4.18E-06	4.68E-06	0	0	0	0	1.75E-05
K11386	K11386: arabinosyltransferase B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01E-07
K11391	K11391: ribosomal RNA large subunit methyltransferase G	3.48E-05	0	1.73E-05	9.85E-06	2.39E-05	1.24E-05	2.45E-05	0	7.01E-06	5.20E-06	0	1.96E-05	0	0	0	0	0	4.30E-05	6.68E-06	6.92E-06	0	0	0	0	6.26E-06	0	0	0	0
K11392	K11392: ribosomal RNA small subunit methyltransferase F	3.59E-05	0	6.04E-05	5.31E-05	6.54E-05	6.25E-05	7.67E-05	5.45E-05	5.78E-05	3.91E-05	5.10E-05	0.000102031	7.88E-05	1.34E-05	4.69E-05	3.27E-05	0	5.06E-05	3.50E-05	5.49E-05	0	6.73E-05	5.63E-05	5.28E-05	3.33E-05	6.71E-05	3.59E-05	4.18E-05	1.20E-05
K11407	K11407: histone deacetylase 6/10	0	0	3.07E-06	0	0	0	0	0	0	0	0	2.32E-06	0	0	0	0	0	0	0	2.45E-06	0	0	1.45E-06	0	0	0	0	0	0
K11410	K11410: short/branched chain acyl-CoA dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24E-06
K11422	K11422: histone-lysine N-methyltransferase SETD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67E-06	0	0	0	0	0	0	0
K11429	K11429: histone-lysine N-methyltransferase SUV420H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-06	0	0	0	0	0	0	0	0	0	0
K11440	K11440: choline dehydrogenase	0	0	0	0	0	0	0	9.11E-06	0	4.87E-06	1.03E-05	6.11E-06	0	1.62E-05	8.96E-06	4.60E-06	0	0	0	6.46E-06	0	6.72E-06	0	0	0	0	0	9.19E-06	0
K11441	K11441: dehydrogluconokinase	0	0	0	0	0	0	0	0	0	6.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123307
K11442	K11442: putative uridylyltransferase	0	0	0	0	0	0	0	0	0	4.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36E-06	0	0	1.51E-05	9.35E-06	0
K11444	K11444: two-component system- PleD family- response regulator WspR	0	0	0	0	0	0	0	0	0	5.84E-06	6.20E-06	0	0	6.45E-06	5.38E-06	0	0	0	0	1.52E-05	0	0	0	0	0	0	0	0	7.85E-06
K11472	K11472: glycolate oxidase FAD binding subunit	0	0	1.86E-05	1.05E-05	1.28E-05	1.33E-05	2.62E-05	0	7.51E-06	5.58E-06	0	7.00E-06	0	0	0	0	0	2.30E-05	7.15E-06	7.42E-06	0	0	0	6.05E-06	0	0	0	0	0.000193716
K11473	K11473: glycolate oxidase iron-sulfur subunit	0	0	2.32E-05	1.79E-05	1.11E-05	1.15E-05	2.26E-05	1.73E-05	3.18E-05	2.80E-05	2.95E-05	2.94E-05	0	5.14E-06	2.15E-05	1.29E-05	0	1.99E-05	1.81E-05	1.28E-05	0	3.19E-05	1.30E-05	3.01E-05	1.68E-05	1.14E-05	0	8.61E-06	0.000159512
K11474	K11474: GntR family transcriptional regulator- glc operon transcriptional	0	0	1.28E-05	1.46E-05	1.77E-05	1.84E-05	3.63E-05	0	1.04E-05	7.70E-06	8.18E-06	1.93E-05	0	8.40E-06	0	7.37E-06	0	3.18E-05	1.96E-05	2.97E-05	0	0	1.45E-05	0	0	3.49E-05	0	0	3.30E-05
K11475	K11475: GntR family transcriptional regulator- vanillate catabolism	1.79E-05	0	1.34E-05	1.52E-05	3.69E-05	1.92E-05	3.79E-05	7.54E-06	0	1.61E-05	1.71E-05	1.01E-05	1.73E-05	8.95E-06	1.52E-05	1.52E-05	0	0	1.03E-05	1.07E-05	0	2.22E-05	7.65E-06	1.74E-05	0	1.89E-05	0	0	1.70E-05
K11477	K11477: glc operon protein GlcG	0	0	2.33E-05	2.64E-05	3.21E-05	3.33E-05	6.58E-05	0	1.88E-05	1.40E-05	0	1.75E-05	0	0	0	1.32E-05	0	5.77E-05	1.79E-05	1.85E-05	0	0	0	0	0	0	0	2.70E-05	0
K11479	K11479: aurora kinase B	0	0	0	0	0	0	0	0	0	0	6.83E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11481	K11481: aurora kinase A	0	0	8.48E-06	9.64E-06	1.17E-05	1.21E-05	0	4.39E-06	6.86E-06	0	5.41E-06	0	1.04E-05	0	8.66E-06	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0	0
K11494	K11494: RCC1 and BTB domain-containing protein	8.00E-06	0	0	0	0	0	0	0	0	3.59E-06	5.71E-06	0	0	0	0	3.39E-06	0	0	0	0	0	0	0	0	3.86E-06	0	0	1.70E-05	0
K11515	K11515: inner centromere protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49E-06	0	0	0
K11517	K11517: (S)-2-hydroxy-acid oxidase	0	0	0	1.02E-05	2.41E-05	1.27E-05	0	1.44E-05	1.36E-05	1.57E-05	5.66E-06	1.98E-05	0	2.22E-05	2.41E-05	2.02E-05	0	6.73E-05	1.26E-05	3.50E-05	0	6.95E-06	1.01E-05	1.13E-05	1.24E-05	1.26E-05	0	0	0
K11520	K11520: two-component system- OmpR family- manganese sensing sensor	0	0	0	0	0	0	0	0	0	0	9.31E-06	0	0	5.12E-06	0	0	0	0	0	5.47E-06	0	0	0	4.79E-06	0	0	0	0	0
K11521	K11521: two-component system- OmpR family- manganese sensing response	3.74E-05	0	1.32E-05	0	0	4.00E-05	7.91E-05	0	1.12E-05	7.95E-06	1.72E-05	0	5.48E-05	8.84E-06	1.50E-05	7.84E-06	0	3.53E-05	1.08E-05	1.06E-05	4.53E-05	3.48E-05	8.23E-06	0	9.56E-06	1.91E-05	0	0	0
K11523	K11523: two-component system- chemotaxis family- response regulator PixH	0	0	0	0	0	0	0	1.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11527	K11527: two-component system- unclassified family- sensor histidine kinase	0.000101118	0	5.78E-05	5.19E-05	3.32E-05	3.46E-05	1.24E-05	7.95E-05	5.84E-05	0.000112692	5.24E-05	4.85E-05	3.33E-05	8.55E-05	9.52E-05	8.35E-05	0	2.91E-05	8.83E-05	0.00012174	0.000112365	7.08E-05	0.000109788	0.000115821	8.73E-05	5.79E-05	0.000117044	9.39E-05	0
K11528	K11528: UDP-N-acetylglucosamine pyrophosphorylase	0	0	0	0	0	0	0	0	9.38E-06	7.92E-06	0	0	0	8.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11530	K11530: autoinducer 2-degrading protein	4.54E-05	0	0.000100337	3.86E-05	9.26E-05	0	0	0	2.75E-05	2.04E-05	0	5.06E-05	0	0	0	0	0	0.000166659	2.62E-05	0	0	0	0	0	2.40E-05	0	0	0	0
K11531	K11531: lsr operon transcriptional repressor	1.36E-05	0	3.05E-05	2.32E-05	4.20E-05	0	2.90E-05	1.73E-05	4.14E-05	1.22E-05	6.53E-06	3.84E-05	1.32E-05	1.37E-05	5.66E-06	5.81E-06	0	5.02E-05	7.82E-06	8.16E-06	0	1.70E-05	0	0	7.28E-06	0	0	1.21E-05	0
K11533	K11533: fatty acid synthase- bacteria type	1.25E-05	0	1.35E-05	1.06E-05	1.58E-05	1.21E-05	1.47E-05	1.05E-05	8.41E-06	1.58E-05	4.65E-06	1.10E-05	7.65E-05	2.02E-05	8.00E-06	7.68E-06	0	3.58E-05	1.60E-06	8.19E-06	6.58E-06	4.30E-06	1.18E-05	1.21E-05	1.12E-05	1.17E-05	1.12E-05	2.47E-05	1.66E-05
K11534	K11534: DeoR family transcriptional regulator- deoxyribose operon repressor	1.73E-05	0	5.01E-05	1.47E-05	3.56E-05	1.85E-05	3.65E-05	2.08E-05	1.05E-05	2.27E-05	8.08E-06	9.74E-06	3.34E-05	4.15E-05	1.38E-05	7.00E-06	0	0.000157041	4.83E-05	5.97E-05	0	4.22E-05	7.18E-06	4.86E-05	9.19E-06	8.84E-05	0	0	0.000267662
K11535	K11535: nucleoside transport protein	3.97E-05	0	2.25E-05	8.14E-06	4.26E-05	2.21E-05	2.02E-05	0	5.79E-06	4.30E-06	0	1.08E-05	2.14E-05	0	0	4.71E-06	0	7.67E-05	1.82E-05	6.29E-06	0	6.54E-06	0	5.39E-06	5.17E-06	0	0	0	0
K11536	K11536: pyrimidine nucleoside transport protein	0	0	0	0	0	0	0	0	3.54E-06	0	0	3.30E-06	1.91E-05	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	0	0	0	0
K11537	K11537: MFS transporter- NHS family- xanthosine permease	5.17E-05	0	8.57E-05	2.64E-05	4.32E-05	1.11E-05	4.40E-05	6.12E-05	6.28E-05	7.01E-05	9.41E-05	3.52E-05	0	6.75E-05	6.87E-05	6.17E-05	0	0.000192632	0.000119906	9.28E-05	0.000200306	7.07E-05	8.89E-05	6.06E-05	8.98E-05	3.30E-05	0.000128056	0.000132096	0
K11539	K11539: carbonyl reductase 4	0	0	0	0	0	0	0	0	1.11E-05	0	0	1.04E-05	0	0	7.60E-06	0	0	0	0	0	0	0	7.85E-06	0	0	0	0	1.56E-05	0
K11540	K11540: carbamoyl-phosphate synthase / aspartate carbamoyltransferase /	3.86E-06	0	1.02E-05	0	0	0	0	4.92E-06	7.05E-06	7.05E-06	1.86E-06	1.10E-06	0	2.92E-06	9.00E-06	4.13E-06	0	7.24E-06	6.74E-06	6.01E-06	2.83E-05	7.24E-06	3.34E-06	6.64E-06	3.35E-06	4.16E-06	1.07E-05	6.61E-06	0
K11541	K11541: carbamoyl-phosphate synthase / aspartate carbamoyltransferase	0	0	2.75E-06	3.34E-06	2.02E-06	6.01E-06	0	6.35E-06	8.16E-06	5.29E-06	1.09E-05	1.11E-06	1.90E-06	4.77E-06	5.46E-06	4.78E-06	0	6.81E-06	4.50E-06	1.17E-06	4.73E-06	2.43E-06	1.57E-06	7.58E-06	2.22E-06	4.12E-06	5.02E-06	6.15E-06	0
K11594	K11594: ATP-dependent RNA helicase bel	0	0	0	0	0	0	0	0	0	6.71E-06	3.38E-06	4.09E-06	0	4.02E-06	0	6.07E-06	0	0	0	0	0	0	0	3.45E-06	0	0	0	0	0
K11600	K11600: exosome complex component RRP41	0	0	0	0	0	0	0	0	1.13E-05	8.36E-06	8.88E-06	0	1.80E-05	9.21E-06	7.70E-06	7.90E-06	0	0	1.07E-05	0	0	0	0	0	1.01E-05	0	0	1.58E-05	0
K11603	K11603: manganese transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
K11604	K11604: manganese/iron transport system substrate-binding protein	1.43E-05	0	2.14E-05	0	2.95E-05	3.12E-05	3.03E-05	0	0	6.44E-06	0	8.05E-06	0	0	0	0	0	0.000133497	8.26E-06	8.54E-06	0	0	0	0	1.54E-05	3.03E-05	0	0	5.95E-05
K11605	K11605: manganese/iron transport system permease protein	1.52E-05	0	1.14E-05	0	3.14E-05	3.27E-05	3.22E-05	0	0	6.84E-06	0	8.59E-06	0	0	0	0	0	5.65E-05	8.78E-06	0	0	0	0	0	8.22E-06	3.22E-05	0	0	0.000194992
K11606	K11606: manganese/iron transport system permease protein	2.94E-05	0	2.30E-05	0	1.54E-05	4.98E-05	9.78E-05	6.09E-06	0	6.70E-06	0	8.74E-06	0	0	0	1.25E-05	0	5.78E-05	2.64E-05	8.89E-06	0	0	0	7.03E-06	0	1.67E-05	0	0	0
K11607	K11607: manganese/iron transport system ATP-binding protein	1.59E-05	0	2.35E-05	0	1.63E-05	3.27E-05	3.35E-05	0	0	1.37E-05	0	0	0	0	0	0	0	2.94E-05	9.00E-06	9.44E-06	0	0	0	0	0	1.67E-05	0	0	9.39E-06
K11608	K11608: beta-ketoacyl ACP synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19E-08
K11609	K11609: beta-ketoacyl ACP synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99E-05
K11610	K11610: beta-ketoacyl ACP reductase	0	0	0	0	1.82E-05	0	0	0	0	0	0	0	0	8.60E-06	0	0	0	0	0	0	0	0	0	8.37E-06	0	0	0	0	0.000159002
K11611	K11611: enoyl ACP reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-05
K11614	K11614: two-component system- CitB family- sensor histidine kinase MalK	0	0	0	0	8.33E-06	0	0	6.89E-06	0	0	0	0	0	0	6.70E-06	3.45E-06	0	1.50E-05	0	4.87E-06	0	5.01E-06	0	3.97E-06	0	0	0	0	8.38E-08
K11615	K11615: two-component system- CitB family- response regulator MalR	0	0	0	1.58E-05	1.90E-05	0	0	0	0	8.33E-06	0	0	0	0	7.66E-06	7.87E-06	0	3.42E-05	3.20E-05	1.10E-05	0	2.29E-05	0	0	1.00E-05	0	0	1.56E-05	1.20E-05
K11616	K11616: malate:Na+ symporter	4.90E-05	0	2.92E-05	8.38E-06	4.02E-05	1.05E-05	0	8.20E-06	0	3.94E-05	0	2.21E-05	1.90E-05	0	2.41E-05	2.07E-05	0	9.02E-05	1.69E-05	2.90E-05	0	4.23E-05	8.31E-06	2.81E-05	1.58E-05	2.07E-05	0	0	0
K11617	K11617: two-component system- NarL family- sensor histidine kinase LiaS	2.53E-05	0	4.53E-05	1.11E-05	1.27E-05	1.32E-05	5.25E-05	0	0	5.53E-06	0	0	1.19E-05	0	0	5.22E-06	0	9.26E-05	2.85E-05	0	0	0	0	0	0	0	0	0	0
K11618	K11618: two-component system- NarL family- response regulator LiaR	0.000103788	0	0.000124003	5.29E-05	0.000128143	6.67E-05	4.38E-05	2.61E-05	3.76E-05	6.52E-05	3.96E-05	2.33E-05	0.00020005	7.24E-05	2.56E-05	7.04E-05	0	0.000153945	4.78E-05	1.24E-05	0	5.15E-05	4.27E-05	7.06E-05	4.47E-05	6.63E-05	2.86E-05	3.51E-05	4.16E-05
K11622	K11622: lia operon protein LiaF	0	0	1.37E-05	0	1.88E-05	0	0	0	0	0	0	0	0	0	0	7.80E-06	0	0.00010202	1.06E-05	0	0	0	0	0	0	0	0	0	0
K11624	K11624: two-component system- NarL family- response regulator YdfI	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	8.34E-06	0	0	3.67E-05	0	0	0	0	0	0	0	0	0	0	6.67E-05
K11626	K11626: putative sodium/glutamine symporter	0	0	0	0	0	0	0	7.67E-06	5.49E-06	0	0	0	0	0	0	3.85E-06	0	0	0	0	0	0	7.73E-06	4.41E-06	0	0	0	0	4.83E-05
K11627	K11627: pyrrolysyl-tRNA synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78E-06	0	0	0	0	0
K11628	K11628: mycocerosic acid synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79E-07
K11629	K11629: two-component system- OmpR family- bacitracin resistance sensor	0	0	0	0	1.30E-05	0	2.67E-05	1.59E-05	0	1.17E-05	6.22E-06	0	1.22E-05	6.30E-06	0	0	0	0	0	0	3.05E-05	8.42E-06	0	6.34E-06	0	1.38E-05	1.73E-05	1.10E-05	0
K11630	K11630: two-component system- OmpR family- bacitracin resistance response	0	0	2.79E-05	9.60E-05	3.82E-05	0	3.92E-05	6.27E-05	6.83E-05	6.76E-05	6.28E-05	5.29E-05	3.42E-05	7.55E-05	6.22E-05	3.13E-05	0	0	7.62E-05	5.53E-05	0	8.25E-05	7.96E-05	4.48E-05	5.12E-05	1.96E-05	0.00010268	4.80E-05	1.56E-06
K11631	K11631: bacitracin transport system ATP-binding protein	0	0	0	1.46E-05	1.73E-05	0	0	1.43E-05	0	7.73E-06	1.64E-05	9.78E-06	0	1.71E-05	0	0	0	0	2.96E-05	1.03E-05	0	0	7.18E-06	0	1.86E-05	0	0	1.46E-05	1.05E-05
K11632	K11632: bacitracin transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45E-05
K11633	K11633: two-component system- OmpR family- sensor histidine kinase YxdK	1.33E-05	0	1.00E-05	1.13E-05	2.75E-05	0	0	0	8.04E-06	0	0	1.50E-05	1.28E-05	3.34E-05	1.65E-05	0	0	0	2.32E-05	0	3.21E-05	8.24E-06	1.13E-05	6.46E-06	7.17E-06	1.42E-05	1.82E-05	1.13E-05	0
K11634	K11634: two-component system- OmpR family- response regulator YxdJ	0	0	0	1.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	0	8.12E-06	0	0	0	0	0	4.55E-06
K11635	K11635: putative ABC transport system ATP-binding protein	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13E-05	9.73E-06	0	0	0	0	0	0	0	0	0	7.23E-06
K11638	K11638: two-component system- CitB family- response regulator CitT	0	0	0	0	1.99E-05	0	0	8.11E-06	1.17E-05	0	9.19E-06	1.09E-05	0	0	7.97E-06	2.44E-05	0	0	0	0	0	1.18E-05	0	9.37E-06	1.04E-05	0	0	0	0
