Gene	NAME	CSM5LLGB.kegg.e-40.m8-hit-keg-cat	CSM6J2H9.kegg.e-40.m8-hit-keg-cat	CSM79HGR.kegg.e-40.m8-hit-keg-cat	ESM5GEYX.kegg.e-40.m8-hit-keg-cat	ESM5GEYY.kegg.e-40.m8-hit-keg-cat	ESM5GEZ1.kegg.e-40.m8-hit-keg-cat	ESM5MEAB.kegg.e-40.m8-hit-keg-cat	ESM5MEB9.kegg.e-40.m8-hit-keg-cat	ESM5MEC7.kegg.e-40.m8-hit-keg-cat	ESM5MEDP.kegg.e-40.m8-hit-keg-cat	ESM5MEE2.kegg.e-40.m8-hit-keg-cat	ESM5MEEJ.kegg.e-40.m8-hit-keg-cat	ESM718U9.kegg.e-40.m8-hit-keg-cat	ESM7F5AE.kegg.e-40.m8-hit-keg-cat	HSM5MD6G.kegg.e-40.m8-hit-keg-cat	HSM5MD6S.kegg.e-40.m8-hit-keg-cat	HSM67VDR.kegg.e-40.m8-hit-keg-cat	HSM67VDT.kegg.e-40.m8-hit-keg-cat	HSM6XRQC.kegg.e-40.m8-hit-keg-cat	HSM6XRTE.kegg.e-40.m8-hit-keg-cat	HSM7CZ2X.kegg.e-40.m8-hit-keg-cat	HSM7J4JV.kegg.e-40.m8-hit-keg-cat	HSMA33J1.kegg.e-40.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
K12784																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	tir; translocated intimin receptor
K12785																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	espG virA; LEE-encoded effector EspG
K12786																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	espF; LEE-encoded effector EspF
K12787																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	map; LEE-encoded effector Map
K12788																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	espH; LEE-encoded effector EspH
K12789																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	tccP; Tir-cytoskeleton coupling protein
K12790																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	eae; intimin
K12791																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	ARHGEF2 GEF-H1; Rho guanine nucleotide exchange factor 2
K12792																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	TRIP6; thyroid receptor-interacting protein 6
K12793																										Environmental Information Processing	Signal transduction	NF-kappa_B_signaling_pathway	MAP3K7IP3 TAB3; TAK1-binding protein 3
K12794																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	CARD9; caspase recruitment domain-containing protein 9
K12795																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	SUGT1 SGT1; suppressor of G2 allele of SKP1
K12796																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	ERBB2IP ERBIN; erbb2-interacting protein
K12797																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	CARD6; caspase recruitment domain-containing protein 6
K12798																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	NLRP1 CARD7; NACHT LRR and PYD domains-containing protein 1
K12799																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	PYCARD ASC; apoptosis-associated speck-like protein containing a CARD
K12800																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	NLRP3 PYPAF1; NACHT LRR and PYD domains-containing protein 3
K12801																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	CARD8 CARDINAL; caspase recruitment domain-containing protein 8
K12802																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	PYDC1; pyrin domain-containing protein 1
K12803																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	MEFV; pyrin
K12804																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	PSTPIP1; proline-serine-threonine phosphatase interacting protein 1
K12805																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	NLRC4 CARD12; NLR family CARD domain-containing protein 4
K12806																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	CARD18 ICEBERG; caspase recruitment domain-containing protein 18
K12807																										Organismal Systems	Immune system	NOD-like_receptor_signaling_pathway	NAIP BIRC1; baculoviral IAP repeat-containing protein 1
K12809																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	espG2; T3SS secreted effector EspG-like protein
K12810																										Human Diseases	Infectious diseases	Pathogenic_Escherichia_coli_infection	bfpA; major structural subunit of bundle-forming pilus
K12811																										Genetic Information Processing	Transcription	Spliceosome	DDX46 PRP5; ATP-dependent RNA helicase DDX46/PRP5
K12812																										Genetic Information Processing	Transcription	Spliceosome	UAP56 BAT1 SUB2; ATP-dependent RNA helicase UAP56/SUB2
K12814																										Genetic Information Processing	Transcription	Spliceosome	PRP2; pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2
K12815																										Genetic Information Processing	Transcription	Spliceosome	DHX38 PRP16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16
K12816																										Genetic Information Processing	Transcription	Spliceosome	CDC40 PRP17; pre-mRNA-processing factor 17
K12817																										Genetic Information Processing	Transcription	Spliceosome	PRPF18 PRP18; pre-mRNA-splicing factor 18
K12818																										Genetic Information Processing	Transcription	Spliceosome	DHX8 PRP22; ATP-dependent RNA helicase DHX8/PRP22
K12819																										Genetic Information Processing	Transcription	Spliceosome	SLU7; pre-mRNA-processing factor SLU7
K12820																										Genetic Information Processing	Transcription	Spliceosome	DHX15 PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43
K12821																										Genetic Information Processing	Transcription	Spliceosome	PRPF40 PRP40; pre-mRNA-processing factor 40
K12822																										Genetic Information Processing	Transcription	Spliceosome	RBM25 S164; RNA-binding protein 25
K12824																										Genetic Information Processing	Transcription	Spliceosome	TCERG1 CA150; transcription elongation regulator 1
K12825																										Genetic Information Processing	Transcription	Spliceosome	SF3A1 SAP114; splicing factor 3A subunit 1
K12826																										Genetic Information Processing	Transcription	Spliceosome	SF3A2 SAP62; splicing factor 3A subunit 2
K12827																										Genetic Information Processing	Transcription	Spliceosome	SF3A3 SAP61 PRP9; splicing factor 3A subunit 3
K12828																										Genetic Information Processing	Transcription	Spliceosome	SF3B1 SAP155; splicing factor 3B subunit 1
K12829																										Genetic Information Processing	Transcription	Spliceosome	SF3B2 SAP145 CUS1; splicing factor 3B subunit 2
K12830																										Genetic Information Processing	Transcription	Spliceosome	SF3B3 SAP130 RSE1; splicing factor 3B subunit 3
K12831																										Genetic Information Processing	Transcription	Spliceosome	SF3B4 SAP49; splicing factor 3B subunit 4
K12832																										Genetic Information Processing	Transcription	Spliceosome	SF3B5 SF3B10; splicing factor 3B subunit 5
K12833																										Genetic Information Processing	Transcription	Spliceosome	SF3B14; pre-mRNA branch site protein p14
K12834																										Genetic Information Processing	Transcription	Spliceosome	PHF5A; PHD finger-like domain-containing protein 5A
K12835																										Genetic Information Processing	Transcription	Spliceosome	DDX42 SF3B125; ATP-dependent RNA helicase DDX42
K12836																										Genetic Information Processing	Transcription	Spliceosome	U2AF1; splicing factor U2AF 35 kDa subunit
K12837																										Genetic Information Processing	Transcription	Spliceosome	U2AF2; splicing factor U2AF 65 kDa subunit
K12838																										Genetic Information Processing	Transcription	Spliceosome	PUF60; poly(U)-binding-splicing factor PUF60
K12839																										Genetic Information Processing	Transcription	Spliceosome	SMNDC1 SPF30; survival of motor neuron-related-splicing factor 30
K12840																										Genetic Information Processing	Transcription	Spliceosome	RBM17 SPF45; splicing factor 45
K12841																										Genetic Information Processing	Transcription	Spliceosome	CHERP; calcium homeostasis endoplasmic reticulum protein
K12842																										Genetic Information Processing	Transcription	Spliceosome	SR140; U2-associated protein SR140
K12843																										Genetic Information Processing	Transcription	Spliceosome	PRPF3 PRP3; U4/U6 small nuclear ribonucleoprotein PRP3
K12844																										Genetic Information Processing	Transcription	Spliceosome	PRPF31; U4/U6 small nuclear ribonucleoprotein PRP31
K12845																										Genetic Information Processing	Transcription	Spliceosome	SNU13 NHP2L; U4/U6 small nuclear ribonucleoprotein SNU13
K12846																										Genetic Information Processing	Transcription	Spliceosome	SNRNP27; U4/U6.U5 tri-snRNP-associated protein 3
K12847																										Genetic Information Processing	Transcription	Spliceosome	USP39 SAD1; U4/U6.U5 tri-snRNP-associated protein 2
K12848																										Genetic Information Processing	Transcription	Spliceosome	SNU23; U4/U6.U5 tri-snRNP component SNU23
K12849																										Genetic Information Processing	Transcription	Spliceosome	PRPF38A; pre-mRNA-splicing factor 38A
K12850																										Genetic Information Processing	Transcription	Spliceosome	PRPF38B; pre-mRNA-splicing factor 38B
K12851																										Genetic Information Processing	Transcription	Spliceosome	PRP38; pre-mRNA-splicing factor 38
K12852																										Genetic Information Processing	Transcription	Spliceosome	EFTUD2; 116 kDa U5 small nuclear ribonucleoprotein component
K12853																										Genetic Information Processing	Transcription	Spliceosome	SNU114; 114 kDa U5 small nuclear ribonucleoprotein component
K12855																										Genetic Information Processing	Transcription	Spliceosome	PRPF6 PRP6; pre-mRNA-processing factor 6
K12856																										Genetic Information Processing	Transcription	Spliceosome	PRPF8 PRP8; pre-mRNA-processing factor 8
K12857																										Genetic Information Processing	Transcription	Spliceosome	SNRNP40 PRP8BP; Prp8 binding protein
K12858																										Genetic Information Processing	Transcription	Spliceosome	DDX23 PRP28; ATP-dependent RNA helicase DDX23/PRP28
K12859																										Genetic Information Processing	Transcription	Spliceosome	TXNL4A DIB1; U5 snRNP protein DIM1 family
K12860																										Genetic Information Processing	Transcription	Spliceosome	CDC5L CDC5 CEF1; pre-mRNA-splicing factor CDC5/CEF1
K12861																										Genetic Information Processing	Transcription	Spliceosome	BCAS2; pre-mRNA-splicing factor SPF27
K12862																										Genetic Information Processing	Transcription	Spliceosome	PLRG1 PRL1 PRP46; pleiotropic regulator 1
K12863																										Genetic Information Processing	Transcription	Spliceosome	CWC15; protein CWC15
K12864																										Genetic Information Processing	Transcription	Spliceosome	CTNNBL1; beta-catenin-like protein 1
K12865																										Genetic Information Processing	Transcription	Spliceosome	PQBP1 NPW38; polyglutamine-binding protein 1
K12866																										Genetic Information Processing	Transcription	Spliceosome	WBP11 NPWBP; WW domain-binding protein 11
K12867																										Genetic Information Processing	Transcription	Spliceosome	SYF1 XAB2; pre-mRNA-splicing factor SYF1
K12868																										Genetic Information Processing	Transcription	Spliceosome	SYF2; pre-mRNA-splicing factor SYF2
K12869																										Genetic Information Processing	Transcription	Spliceosome	CRN CRNKL1 CLF1 SYF3; crooked neck
K12870																										Genetic Information Processing	Transcription	Spliceosome	ISY1; pre-mRNA-splicing factor ISY1
K12871																										Genetic Information Processing	Transcription	Spliceosome	CCDC12; coiled-coil domain-containing protein 12
K12872																										Genetic Information Processing	Transcription	Spliceosome	RBM22 SLT11; pre-mRNA-splicing factor RBM22/SLT11
K12873																										Genetic Information Processing	Transcription	Spliceosome	BUD31 G10; bud site selection protein 31
K12874																										Genetic Information Processing	Transcription	Spliceosome	AQR; intron-binding protein aquarius
K12875																										Genetic Information Processing	Transcription	Spliceosome	ACIN1 ACINUS; apoptotic chromatin condensation inducer in the nucleus
K12876																										Genetic Information Processing	Transcription	Spliceosome	RBM8A Y14; RNA-binding protein 8A
K12877																										Genetic Information Processing	Transcription	Spliceosome	MAGOH; protein mago nashi
K12878																										Genetic Information Processing	Transcription	Spliceosome	THOC1; THO complex subunit 1
K12879																										Genetic Information Processing	Transcription	Spliceosome	THOC2; THO complex subunit 2
K12880																										Genetic Information Processing	Transcription	Spliceosome	THOC3; THO complex subunit 3
K12881																										Genetic Information Processing	Transcription	Spliceosome	THOC4 ALY; THO complex subunit 4
K12882																										Genetic Information Processing	Transcription	Spliceosome	NCBP1 CBP80; nuclear cap-binding protein subunit 1
K12883																										Genetic Information Processing	Transcription	Spliceosome	NCBP2 CBP20; nuclear cap-binding protein subunit 2
K12884																										Genetic Information Processing	Transcription	Spliceosome	HNRNPC; heterogeneous nuclear ribonucleoprotein C1/C2
K12885																										Genetic Information Processing	Transcription	Spliceosome	RBMX HNRNPG; heterogeneous nuclear ribonucleoprotein G
K12886																										Genetic Information Processing	Transcription	Spliceosome	HNRNPK; heterogeneous nuclear ribonucleoprotein K
K12887																										Genetic Information Processing	Transcription	Spliceosome	HNRNPM; heterogeneous nuclear ribonucleoprotein M
K12888																										Genetic Information Processing	Transcription	Spliceosome	HNRNPU; heterogeneous nuclear ribonucleoprotein U
K12889																										Genetic Information Processing	Transcription	Spliceosome	PCBP1; poly(rC)-binding protein 1
K12890																										Genetic Information Processing	Transcription	Spliceosome	SFRS1_9; splicing factor arginine/serine-rich 1/9
K12891																										Genetic Information Processing	Transcription	Spliceosome	SFRS2; splicing factor arginine/serine-rich 2
K12892																										Genetic Information Processing	Transcription	Spliceosome	SFRS3; splicing factor arginine/serine-rich 3
K12893																										Genetic Information Processing	Transcription	Spliceosome	SFRS4_5_6; splicing factor arginine/serine-rich 4/5/6
K12896																										Genetic Information Processing	Transcription	Spliceosome	SFRS7; splicing factor arginine/serine-rich 7
K12897																										Genetic Information Processing	Transcription	Spliceosome	TRA2; transformer-2 protein
K12900																										Genetic Information Processing	Transcription	Spliceosome	FUSIP1; FUS-interacting serine-arginine-rich protein 1
K12901																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	fomC; phosphonoacetaldehyde reductase
K12902																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	fom3; phosphonoacetaldehyde methylase
K12903																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	fom4; (S)-2-hydroxypropylphosphonic acid epoxidase
K12904																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpC; phosphonoacetaldehyde reductase
K12905																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpD; 2-hydroxyethylphosphonate dioxygenase
K12906																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpE; D-3-phosphoglycerate dehydrogenase
K12907																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpJ; aldehyde dehydrogenase
K12908																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpF; phosphinothricin biosynthesis protein PhpF
K12909																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpI; carboxyphosphoenolpyruvate mutase
K12910																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	pms; 2-phosphinomethylmalic acid synthase
K12911																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	K12911 phsA; peptide synthetase PhsA
K12912																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	K12912 phsB; peptide synthetase PhsB
K12913																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	K12913 phsC; peptide synthetase PhsC
K12914																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	phpK; p-methyltransferase
K12915																										Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	dea; phosphinothricin tripeptide acetyl hydrolase
K12917																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	P450I; cytochrome P450 monooxygenase 1
K12918																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	P450II; cytochrome P450 monooxygenase 2
K12919																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	P450III; cytochrome P450 monooxygenase 3
K12920																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K12920 DES; GA4 desaturase
K12921																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	TDC1; taxadiene synthase
K12922																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	CYP725A2; taxane 13-alpha-hydroxylase
K12923																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	E2.3.1.162; taxadien-5-alpha-ol O-acetyltransferase
K12924																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	CYP725A1; taxane 10-beta-hydroxylase
K12925																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	TBT; 2-alpha-hydroxytaxane 2-O-benzoyltransferase
K12926																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	DBAT; 10-deacetylbaccatin III 10-O-acetyltransferase
K12927																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	AG22; abietadiene synthase/copalyl diphosphate synthase
K12928																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K12928 ACS; aphidicolan-16beta-ol synthase/syn-copalyl-diphosphate synthase
K12929																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	E4.2.3.8; casbene synthase
K12930																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	BZ1; anthocyanidin 3-O-glucosyltransferase
K12931																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	3MaT1; anthocyanin 3-O-glucoside-6''-O-malonyltransferase
K12932																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	3MaT2; anthocyanidin 3-O-glucoside-3''6''-O-dimalonyltransferase
K12933																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	3GGT; anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase
K12934																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	5MaT1; anthocyanin 5-O-glucoside-6'''-O-malonyltransferase
K12935																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	5MaT2; anthocyanin 5-O-glucoside-4'''-O-malonyltransferase
K12936																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	5AT; anthocyanin 5-aromatic acyltransferase
K12937																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	UGAT; cyanidin-3-O-glucoside 2''-O-glucuronosyltransferase
K12938																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	GT1; anthocyanidin 53-O-glucosyltransferase
K12939																										Metabolism	Biosynthesis of other secondary metabolites	Anthocyanin_biosynthesis	3GT; anthocyanin 3'-O-beta-glucosyltransferase
K12946																										Genetic Information Processing	Folding sorting and degradation	Protein_export	SPCS1; signal peptidase complex subunit 1
K12947																										Genetic Information Processing	Folding sorting and degradation	Protein_export	SPCS2 SPC2; signal peptidase complex subunit 2
K12948																										Genetic Information Processing	Folding sorting and degradation	Protein_export	SPCS3 SPC3; signal peptidase complex subunit 3
K12958																										Cellular Processes	Transport and catabolism	Endocytosis	CAV2; caveolin 2
K12959																										Cellular Processes	Transport and catabolism	Endocytosis	CAV3; caveolin 3
K12964																										Environmental Information Processing	Signal transduction	NF-kappa_B_signaling_pathway	CCL4; C-C motif chemokine 4
K12965																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	ZBP1 DAI; Z-DNA binding protein 1
K12966																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	AIM2; absent in melanoma 2
K12967																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	IL33; interleukin 33
K12968																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	ADAR ADAR1; double-stranded RNA-specific adenosine deaminase
K12969																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	E3L; protein E3
K12970																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	M45; ribonucleoside-diphosphate reductase
K12971																										Organismal Systems	Immune system	Cytosolic_DNA-sensing_pathway	IFI202; interferon-activable protein 202
K13027																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	CYP79A1; tyrosine N-monooxygenase
K13029																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	CYP71E1; 4-hydroxyphenylacetaldehyde oxime monooxygenase
K13030																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	UGT85B1; cyanohydrin beta-glucosyltransferase
K13031																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	AH; amygdalin beta-glucosidase
K13032																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	PH; prunasin beta-glucosidase
K13033																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	E4.1.2.47; (S)-hydroxynitrile lyase
K13034																										Metabolism	Energy metabolism	Sulfur_metabolism	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase
K13035																										Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	NIT4; beta-cyano-L-alanine hydratase/nitrilase
K13039																										Metabolism	Energy metabolism	Methane_metabolism	K13039 comE; sulfopyruvate decarboxylase subunit beta
K13042																										Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	bsmB; dimethylglycine N-methyltransferase
K13054																										Cellular Processes	Cell growth and death	Oocyte_meiosis	REC8L; meiotic recombination protein REC8 animal type
K13055																										Cellular Processes	Cell growth and death	Oocyte_meiosis	STAG3; cohesin complex subunit SA-3
K13056																										Cellular Processes	Cell growth and death	Oocyte_meiosis	C3H-4; CCCH zinc finger protein C3H-4
K13057																										Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	treT; trehalose synthase
K13064																										Metabolism	Amino acid metabolism	Phenylalanine_metabolism	PTAL; phenylalanine/tyrosine ammonia-lyase
K13065																										Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid_biosynthesis	E2.3.1.133 HCT; shikimate O-hydroxycinnamoyltransferase
K13066																										Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid_biosynthesis	E2.1.1.68 COMT; caffeic acid 3-O-methyltransferase
K13067																										Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid_biosynthesis	ATTSM1; putative caffeoyl-CoA 3-O-methyltransferase
K13068																										Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid_biosynthesis	BRT1; sinapate 1-glucosyltransferase
K13070																										Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	MAS; momilactone-A synthase
K13071																										Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	PAO ACD1; pheophorbide a oxygenase
K13072																										Environmental Information Processing	Signaling molecules and interaction	Cytokine-cytokine_receptor_interaction	CCL25; C-C motif chemokine 25
K13073																										Organismal Systems	Immune system	Intestinal_immune_network_for_IgA_production	PIGR; polymeric immunoglobulin receptor
K13077																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	FNSI; flavone synthase
K13078																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	DICGT; chalcononaringenin 2'-O-glucosyltransferase
K13079																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	AS1; aureusidin synthase
K13080																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	C12RT1; flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase
K13081																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	LAR; leucoanthocyanidin reductase
K13082																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	DFR; bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase
K13083																										Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	CYP75A; flavonoid 3'5'-hydroxylase
K13085																										Human Diseases	Infectious diseases	Salmonella_infection	ipgD sopB; phosphatidylinositol-45-bisphosphate 4-phosphatase
K13088																										Environmental Information Processing	Signal transduction	AMPK_signaling_pathway	ELAVL1 HUR; ELAV-like protein 1
K13098																										Human Diseases	Cancers	Transcriptional_misregulation_in_cancers	TLS FUS; RNA-binding protein FUS
K13105																										Human Diseases	Cancers	Transcriptional_misregulation_in_cancers	PRCC; proline-rich protein PRCC
K13114																										Genetic Information Processing	Translation	RNA_transport	PNN; pinin
K13126																										Genetic Information Processing	Translation	RNA_transport	PABPC; polyadenylate-binding protein
K13129																										Genetic Information Processing	Translation	RNA_transport	SMN; survival motor neuron protein
K13130																										Genetic Information Processing	Translation	RNA_transport	SIP1 GEMIN2; survival of motor neuron protein-interacting protein 1
K13131																										Genetic Information Processing	Translation	RNA_transport	DDX20 GEMIN3; ATP-dependent RNA helicase DDX20
K13132																										Genetic Information Processing	Translation	RNA_transport	GEMIN4; gem associated protein 4
K13133																										Genetic Information Processing	Translation	RNA_transport	GEMIN5; gem associated protein 5
K13134																										Genetic Information Processing	Translation	RNA_transport	GEMIN6 SIP2; gem associated protein 6
K13135																										Genetic Information Processing	Translation	RNA_transport	GEMIN7 SIP3; gem associated protein 7
K13136																										Genetic Information Processing	Translation	RNA_transport	GEMIN8; gem associated protein 8
K13137																										Genetic Information Processing	Translation	RNA_transport	STRAP UNRIP; serine-threonine kinase receptor-associated protein
K13151																										Genetic Information Processing	Translation	RNA_transport	SNUPN RNUT1; snurportin-1
K13171																										Genetic Information Processing	Translation	RNA_transport	SRRM1 SRM160; serine/arginine repetitive matrix protein 1
K13174																										Genetic Information Processing	Translation	RNA_transport	THOC5; THO complex subunit 5
K13175																										Genetic Information Processing	Translation	RNA_transport	THOC6; THO complex subunit 6
K13176																										Genetic Information Processing	Translation	RNA_transport	THOC7; THO complex subunit 7
K13209																										Human Diseases	Cancers	Transcriptional_misregulation_in_cancers	EWSR1; RNA-binding protein EWS
K13222																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX1 IGL; indole-3-glycerol-phosphate lyase
K13223																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX2 CYP71C4; indole-2-monooxygenase
K13224																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX3 CYP71C2; indolin-2-one monooxygenase
K13225																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX4 CYP71C1; 3-hydroxyindolin-2-one monooxygenase
K13226																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX5 CYP71C3; benzoxazinone N-monooxygenase
K13227																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX8; UDP-glucosyltransferase BX8
K13228																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX9; UDP-glucosyltransferase BX9
K13229																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX6; 24-dihydroxy-14-benzoxazin-3-one-glucoside dioxygenase
K13230																										Metabolism	Biosynthesis of other secondary metabolites	Benzoxazinoid_biosynthesis	BX7; 247-trihydroxy-14-benzoxazin-3-one-glucoside 7-O-methyltransferase
K13231																										Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	K13231 STS; pinosylvin synthase
K13232																										Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	ST; stilbene synthase
K13233																										Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	DCS; phenylpropanoylacetyl-CoA synthase
K13234																										Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	CURS1_2; curcumin synthase
K13235																										Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid_diarylheptanoid_and_gingerol_biosynthesis	CAUGT2; UDP-glucose glucosyltransferase
K13237																										Cellular Processes	Transport and catabolism	Peroxisome	DECR2; peroxisomal 24-dienoyl-CoA reductase
