ID,NAME,CSM5LLGB.kegg.e-40.m8-hit-keg-cat,CSM6J2H9.kegg.e-40.m8-hit-keg-cat,CSM79HGR.kegg.e-40.m8-hit-keg-cat,ESM5GEYX.kegg.e-40.m8-hit-keg-cat,ESM5GEYY.kegg.e-40.m8-hit-keg-cat,ESM5GEZ1.kegg.e-40.m8-hit-keg-cat,ESM5MEAB.kegg.e-40.m8-hit-keg-cat,ESM5MEB9.kegg.e-40.m8-hit-keg-cat,ESM5MEC7.kegg.e-40.m8-hit-keg-cat,ESM5MEDP.kegg.e-40.m8-hit-keg-cat,ESM5MEE2.kegg.e-40.m8-hit-keg-cat,ESM5MEEJ.kegg.e-40.m8-hit-keg-cat,ESM718U9.kegg.e-40.m8-hit-keg-cat,ESM7F5AE.kegg.e-40.m8-hit-keg-cat,HSM5MD6G.kegg.e-40.m8-hit-keg-cat,HSM5MD6S.kegg.e-40.m8-hit-keg-cat,HSM67VDR.kegg.e-40.m8-hit-keg-cat,HSM67VDT.kegg.e-40.m8-hit-keg-cat,HSM6XRQC.kegg.e-40.m8-hit-keg-cat,HSM6XRTE.kegg.e-40.m8-hit-keg-cat,HSM7CZ2X.kegg.e-40.m8-hit-keg-cat,HSM7J4JV.kegg.e-40.m8-hit-keg-cat,HSMA33J1.kegg.e-40.m8-hit-keg-cat,mock_even_lc-hit-keg-cat
K12517,K12517: major pilin subunit PapA,0,0,0,0,0,7.82091e-05,0,0,4.49865e-05,0,0,0,0.000128663,0,0,0,0,0,0,0,7.68992e-05,0,0,0
K00428,K00428: cytochrome c peroxidase,0,0,0.000146036,8.11126e-05,0.000122749,4.96491e-05,7.80699e-05,0.000156982,0.000134684,0.000197906,6.39182e-05,8.75889e-05,0.000271898,0.000123488,0,5.95342e-05,0.000177533,0.00012323,0.000138893,0.000242454,0.000136537,4.91534e-05,8.39713e-05,0.00070631
K07733,K07733: prophage regulatory protein,0,0,0,0,0.000233021,7.59089e-05,0,0,0,0,0,0,0.000322472,0,0,0,0,0,0,0,0.000322298,0,0,0
K07735,K07735: putative transcriptional regulator,0.000902806,0.000403151,0.00039048,0.000251361,0.000269586,0.000155206,0.00054106,0.000320301,0.000314428,0.00070143,0.000201929,0.000312595,0.000637656,0.000438123,0,0.000280354,0.000478026,0.000525056,0.000501021,0.000424982,0.000381327,0.000459274,0.000197358,0.000357422
K07736,K07736: CarD family transcriptional regulator,0.00209591,0.000467557,0.000150971,0.000294128,7.37399e-05,0.000237256,0,6.40926e-05,0.000110334,0,0.000181455,6.43313e-05,0,0.000116264,0,0.000167529,0.000143006,6.95071e-05,0,0.000102402,9.28414e-05,0,0.000240335,0
K07737,K07737: putative transcriptional regulator,0,0,0.00162448,0.00112108,0.00135482,0.000499904,0.00131504,0.00110732,0.00165798,0.00159646,0.00120599,0.00200874,0.000607192,0.00154068,0,0.00145643,0.00160615,0.0023203,0.00160474,0.00142629,0.000986705,0.00109664,0.00105998,0.000279862
K07738,K07738: transcriptional repressor NrdR,0,0.00101309,0.000261904,0.000570531,0.000584381,0.000683877,0.000450315,0.000532993,0.000400131,0.000191881,0.000703022,0.000454754,0.00031258,0.000363931,0,0.000538191,0.000524695,0.000213888,0.000200818,0.000648674,0.000386527,0.000844921,0.000804393,0
K07739,K07739: elongator complex protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22647e-05,0,0,0,0,0,0,0,0
K00423,K00423: L-ascorbate oxidase,0,0,0,1.05727e-05,1.12333e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02345,K02345: DNA polymerase III subunit theta,0,0,0,0,0.000157023,9.00316e-05,0,0,0.000209613,0,0,0,0.000296225,0,0,0,0,0,0,0,0,0,0,0
K00425,K00425: cytochrome bd-I oxidase subunit I,0.000694189,0.000917377,0.000327178,0.000343656,0.000479882,0.000196275,0.000311413,0.000366033,0.000383003,0.00038888,0.000239656,0.000398674,0.000507856,0.000277273,0,0.000213753,0.000318365,0.000380171,0.000526407,0.000341837,0.000239921,0.000350609,0.000401074,0.000556744
K02674,K02674: type IV pilus assembly protein PilY1,0,0,0,0,0,0,3.20806e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30695e-05
K00427,K00427: L-lactate permease,0,0,0,1.13156e-05,8.07848e-05,1.39508e-05,0,1.78762e-05,4.63463e-05,0,0,0,0.000134719,0,0,0,0,0,0,0,5.33288e-05,0,0,8.85179e-06
K00426,K00426: cytochrome bd-I oxidase subunit II,0.000464435,0.000620558,0.000353381,0.00043031,0.000508191,0.000269578,0.000376219,0.00044495,0.000447531,0.000521458,0.000214431,0.000294542,0.000608764,0.000606655,0,0.000359805,0.000461762,0.000480734,0.000365017,0.000316483,0.000324296,0.000540137,0.000371651,0.000382983
K01390,K01390: IgA-specific metalloendopeptidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38325e-05
K03462,K03462: nicotinamide phosphoribosyltransferase,0,0,0,0,0,0,0,2.14953e-05,3.64306e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63682e-05,0
K07669,K07669: two-component system OmpR family response regulator MprA,0,0,3.62269e-05,5.46102e-05,2.96559e-05,9.82559e-05,0,4.5503e-05,7.41355e-05,6.60624e-05,0,0,0.000100296,0,0,0,5.07639e-05,0,0,4.04219e-05,0,0,0.000110238,5.18208e-05
K02670,K02670: twitching motility protein PilU,0,0,2.24958e-05,3.21397e-05,0,6.11436e-05,0,0,0,0,0,2.72765e-05,0,2.59567e-05,0,0,3.01452e-05,0,0,2.45766e-05,0,0,0,7.47837e-05
K09479,K09479: very long chain acyl-CoA dehydrogenase,0,0,0,0,0,1.31903e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57005e-05,0,0,0,0
K02671,K02671: type IV pilus assembly protein PilV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000333174
K06443,K06443: lycopene beta cyclase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167409
K12278,K12278: MSHA biogenesis protein MshG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54335e-05,3.17588e-05,0
K13612,K13612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20662e-06
K06156,K06156: Gnt-I system low-affinity gluconate transporter,0,0,0,1.40811e-05,1.49609e-05,5.2081e-05,0,2.35677e-05,1.99716e-05,0,0,0,0.000171359,0,0,0,0,0,0,0,6.82783e-05,0,2.85267e-05,0
K06442,K06442: putative hemolysin,0.000655367,0.000292656,0.000331809,0.000391545,0.000353658,0.000474884,0.000518983,0.000383706,0.000343878,0.000234655,0.000710141,0.000367055,0.00021054,0.000241702,0,0.000400002,0.000379215,0.000212234,0.00049197,0.000443526,0.000232434,0.000654142,0.00051431,0.000263264
K05896,K05896: segregation and condensation protein A,0,0,0.000192753,0.000318364,0.000102244,0.000436488,0.000174569,0.000308812,0.000169808,2.67506e-05,0.000364029,0.000130133,0,0.000160499,0,7.25565e-05,0.000134348,0.000195091,0.00025842,0.000160641,0.000116718,0.000484796,0.000314472,0.000521846
K05895,K05895: precorrin-6X reductase,0,0,6.36383e-05,4.90908e-05,7.72427e-05,0.00015024,0.000207919,4.20447e-05,3.56292e-05,0,0.000236252,0.000161785,0,3.82081e-05,0,0.000164848,4.65336e-05,4.55967e-05,0.000123058,7.20412e-05,0.000119019,0,0.000154729,0.00027295
K13613,K13613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35598e-06
K00841,K00841: aminotransferase,0,0,0,3.23774e-05,1.68926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105657
K06445,K06445: acyl-CoA dehydrogenase,0,0,0,0,3.20907e-05,3.74879e-05,0,1.28029e-05,1.09696e-05,0,0,0,6.20593e-05,0,0,0,0,0,8.0923e-05,0,5.55997e-05,0,0,0.000149306
K05898,K05898: 3-oxosteroid 1-dehydrogenase,0,0,0,0,3.51006e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13483,K13483,0,0,0,0,3.94825e-05,0,0,6.37044e-05,0,0,0,0,0,0,0,0,0,0,0,3.90518e-05,0,0,0,0
K14154,K14154,0,0,0,0,1.30323e-05,1.48044e-05,0,0,1.65563e-05,2.90523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01896,K01896: medium-chain acyl-CoA synthetase,0,0,0,2.10275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00554,K00554: tRNA (guanine-N1-)-methyltransferase,0.000707797,0.000349635,0.000705007,0.000627289,0.000864401,0.000794865,0.000672095,0.000661667,0.000794928,0.00097048,0.000942591,0.000882698,0.000805698,0.000659237,0,0.000860205,0.000689997,0.000769609,0.00118893,0.00102961,0.000611545,0.000736053,0.00077565,0.000521287
K00557,K00557: tRNA (uracil-5-)-methyltransferase,0,0,0,0,3.66122e-05,0.000105777,9.79137e-05,5.76749e-05,4.85412e-05,0,0,0,0.00013773,0,0,3.74314e-05,6.42545e-05,0,0,0,8.24264e-05,0,0,0.000188306
K00556,K00556: tRNA (guanosine-2'-O-)-methyltransferase,0,0,3.85641e-05,7.96716e-05,0.000113787,3.06035e-05,0,4.59006e-05,0.000118841,0.000136371,0,0,0,4.40186e-05,0,0.000123294,5.12074e-05,0.00015484,0,8.27165e-05,6.01817e-05,9.85218e-05,0.000115726,2.10671e-06
K06447,K06447: succinylglutamic semialdehyde dehydrogenase,0,0,0,0,4.07153e-05,3.17325e-05,0,0,3.64306e-05,0,0,0,5.17791e-05,0,0,0,0,0,0,0,6.20842e-05,0,0,0.000139122
K06446,K06446: acyl-CoA dehydrogenase,0,0,0,1.6186e-05,0,5.88635e-05,0,0,2.23802e-05,0,2.49235e-05,0,0,0,0,0,0,0,8.22446e-05,0,0,0,0,1.76003e-05
K00558,K00558: DNA (cytosine-5-)-methyltransferase,0,0,0.00133014,0.00145446,0.00118753,0.00102306,0.000621004,0.000722536,0.00114021,0.00122073,0.00138688,0.00105613,0.000575651,0.00169992,0,0.000979625,0.00139614,0.000876766,0.000850269,0.00123156,0.00125911,0.0012951,0.00166711,0.000177871
K14087,K14087,0,0,0,6.51921e-05,0,2.67914e-05,0,0,0,0,0,3.53934e-05,0,3.30522e-05,0,0,0,0,0,6.37799e-05,0,0,0,0
K07486,K07486: transposase,0,0,0.000235012,0.000109724,0.000263248,0.000270067,0.000179431,0.000183647,0.000258404,8.34183e-05,0.000277284,0.000180916,0.000222618,0.000142459,0,0.000242975,0.000144898,2.91539e-05,0,0.000212469,0.000194706,0.000115404,0.000258257,0.00054207
K01173,K01173: endonuclease,0,0,0.000163405,0.000124297,0.000182257,9.23685e-05,0.00032767,0.000294947,0.000289076,0.000510257,0.000224704,0.00026785,0,0.000183377,0,0.000310154,0.000210971,0.000453941,0.000167863,0.00017796,0.000188745,7.37301e-05,0.000203415,0.000245256
K01175,K01175,0,0,0.000288661,0.000235337,0.000399198,0.000588214,0.000189479,0.000413489,0.000342288,0.000302518,0.000564402,0.000504894,0.000465854,0.000121737,0,0.000286935,0.000402597,0.000245137,0.00015712,0.000245667,0.00045146,0.000108295,0.000493073,0.000258787
K01176,K01176: alpha-amylase,0,0.000164277,0.000275299,0.000388568,0.000278935,0.000182046,0.000216906,0.000236523,0.000264806,0.000483763,0.000115078,0.000131469,0.000603962,0.000298321,0,0.000300329,0.000157618,0.000364454,0.000222734,0.000180259,0.000211547,0.000201948,0.000178504,0.000163247
K10678,K10678: nitroreductase,0,0,3.48685e-05,2.56334e-05,0.000111094,3.01272e-05,0,4.37968e-05,0.000108129,0,4.13316e-05,4.26195e-05,0,3.98003e-05,0,5.7239e-05,4.88603e-05,4.74967e-05,0.000136389,0,0.000122687,9.40061e-05,0,4.66249e-05
K01178,K01178: glucoamylase,0,0,2.52441e-05,1.89447e-05,1.00642e-05,2.33566e-05,2.70242e-05,3.1708e-05,4.03045e-05,4.58352e-05,2.99233e-05,4.62835e-05,3.84243e-05,5.76293e-05,0,2.072e-05,1.7687e-05,3.43867e-05,0,1.39008e-05,4.59307e-05,3.40293e-05,3.88961e-05,0
K01179,K01179: endoglucanase,0,0.000238723,0.000382492,0.000526735,0.000250579,0.00072125,0.000361034,0.000180916,0.000375966,0.000501301,0.00022148,0.000361603,0.000617003,0.000339442,0,0.000267968,0.000238465,0.00049955,0.000168728,0.000385315,0.000426995,0.000443307,0.000582237,0.000266923
K01682,K01682: aconitate hydratase 2,0,0,0,7.25194e-06,4.4508e-05,1.72154e-05,0,2.28257e-05,1.98048e-05,0,0,0,0.000117541,1.10813e-05,0,0,0,0,0,0,6.91817e-05,0,0,0.0003926
K13615,K13615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35786e-05
K14083,K14083,0,0,0,0,1.40475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7928e-05,0,0,0,0
K14086,K14086,0,0,0,9.79746e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K09473,K09473: gamma-glutamyl-gamma-aminobutyrate hydrolase,0,0,0,2.46282e-05,2.58626e-05,0,0,0,0,0,0,0,0,0,0,5.32454e-05,0,0,0,0,0,0,0,0
K00951,K00951: GTP pyrophosphokinase,0.000244405,0.00138659,0.00123378,0.00117754,0.000810854,0.00074219,0.000979712,0.000860183,0.000745928,0.000878966,0.000870399,0.00107953,0.000682799,0.00104974,0,0.000786158,0.00100456,0.000802834,0.00113334,0.00074274,0.000567706,0.00112193,0.000889998,0.000697048
K00950,K00950: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,0,0,0.000804813,0.000513076,0.000985288,0.000616958,0.0012104,0.000956444,0.000817456,0.00113937,0.000556996,0.000769069,0.00114855,0.000572149,0,0.000973754,0.000961231,0.00125632,0.00138988,0.000919434,0.000521175,0.000913881,0.000542757,0.00166466
K14088,K14088,0,0,0,4.33115e-05,4.53915e-05,5.3398e-05,0,7.15048e-05,0,0,0,7.05426e-05,0,0,0,0,0,0,0,0.000167542,0,0,0,0
K09472,K09472: gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,0,0,0,1.26872e-05,1.33987e-05,0,0,4.22993e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29084e-05
K00955,K00955,0,0,5.52998e-05,1.96256e-05,4.17036e-05,3.78999e-05,8.39863e-05,3.28476e-05,2.78354e-05,4.82481e-05,1.54993e-05,4.7947e-05,0.000207778,2.98502e-05,0,6.43939e-05,3.66453e-05,9.30832e-05,0.000102292,1.44003e-05,2.37907e-05,3.52522e-05,4.0294e-05,9.15012e-05
K00954,K00954: pantetheine-phosphate adenylyltransferase,0,0.000957786,0.000865431,0.000828141,0.00106886,0.000962989,0.00082686,0.00101268,0.000979938,0.00126048,0.00111861,0.00105437,0.000657566,0.00123739,0,0.00123733,0.000989058,0.000956138,0.000858493,0.0009313,0.000967569,0.000721016,0.00105326,0.000836536
K00957,K00957: sulfate adenylyltransferase subunit 2,0,0,0.000452757,0.000355024,0.000233737,0.000405639,0.00034257,0.000210377,0.000364072,0.000348448,0.000257682,0.000475984,0.000661186,0.000442555,0,0.000400462,0.000517243,0.000622587,0.000633168,0.000355695,0.000348296,0.000318701,0.00044609,0.000835034
K00956,K00956: sulfate adenylyltransferase subunit 1,0,0.000173284,0.000379516,0.000308173,0.000193317,0.000203151,0.000401689,0.000296351,0.000301621,0.00028261,0.000208348,0.000329816,0.000527817,0.000350518,0,0.000356105,0.000263135,0.000300189,0.000590311,0.000239929,0.000212469,0.000222198,0.000248948,0.000461841
K14571,K14571,0,0,0,1.00967e-05,0,0,0,3.11948e-05,1.43204e-05,0,1.2097e-05,1.64448e-05,0,0,0,0,0,1.83267e-05,0,0,0,0,0,0
K01552,K01552,0,9.87717e-05,0.000236954,0.000356341,0.000196546,0.000317457,0.000146182,0.000114452,0.000100373,1.8875e-05,0.00034154,0.000110437,0.000155504,0.000107579,0,0.000214884,0.000105636,0.000108256,0.000223267,0.000200959,0.000136961,0.000145505,0.000194602,0.000450762
K02609,K02609: phenylacetic acid degradation protein,0,0,0,0,2.00376e-05,0,0,0,2.88262e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61209e-05
K01551,K01551: arsenite-transporting ATPase,0,0,7.22427e-05,6.51372e-05,0.000101017,1.33036e-05,6.16765e-05,0.000126135,4.63147e-05,0,5.11316e-05,3.515e-05,0,9.92749e-05,0,2.36037e-05,0.000101341,3.91724e-05,0,1.58354e-05,2.61616e-05,3.87654e-05,2.23855e-05,0.000110089
K01556,K01556: kynureninase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15332e-05,0,0,0,0.000162591
K05658,K05658: ATP-binding cassette subfamily B (MDR/TAP) member 1,0,0,1.9986e-05,9.7817e-06,1.56871e-05,3.55822e-05,1.17875e-05,3.26124e-05,2.62898e-05,2.16216e-05,2.71677e-05,2.82106e-05,0,7.30838e-06,0,5.89087e-05,2.56589e-05,3.37973e-05,2.50447e-05,3.33516e-05,2.31844e-05,1.7262e-05,3.69443e-05,0
K01554,K01554,0,0,1.60622e-05,3.71607e-05,6.84364e-05,5.49929e-05,0,5.39036e-05,9.1357e-05,0,9.79226e-06,0,0,0,0,0,1.1576e-05,0,0,5.45337e-05,0,0,1.23743e-05,0
K01555,K01555: fumarylacetoacetase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158538
K05655,K05655: ATP-binding cassette subfamily B (MDR/TAP) member 8,0,0,1.48376e-05,0,0,1.37282e-05,0,0,0,0,0,1.81359e-05,0,3.12358e-05,0,2.4357e-05,0,0,0,0,0,0,0,0
K02601,K02601: transcriptional antiterminator NusG,0.0029715,0.00392128,0.00105579,0.000908352,0.000939316,0.00090319,0.000685434,0.000843411,0.000713407,0.00101426,0.000899223,0.000953011,0.000705208,0.000934471,0,0.000887397,0.00122273,0.000743444,0.00101645,0.000856535,0.000886166,0.000850126,0.00116799,0.000732984
K02600,K02600: N utilization substance protein A,0.00210593,0.00178646,0.000654453,0.000714445,0.000654301,0.00057502,0.000614042,0.00055875,0.000671845,0.000541615,0.000585739,0.000670401,0.000567745,0.000541712,0,0.00059637,0.00056404,0.000641706,0.000568061,0.000617553,0.000467809,0.000881424,0.000914296,0.000639328
K02970,K02970: small subunit ribosomal protein S21,0.00280872,0.00119723,0.000510771,0.000622057,0.000717527,0.00151909,0.0011621,0.00115908,0.000846366,0.00114779,0.00129328,0.00130765,0.0014796,0.00141407,0,0.00132712,0.00126099,0.00122298,0.000519577,0.00115372,0.00124564,0.00110523,0.000612486,0.0019304
K05653,K05653: ATP-binding cassette subfamily B (MDR/TAP) member 2,0,0,1.15268e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05652,K05652: ATP-binding cassette subfamily A (ABC1) member 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05563e-06,0,0,0,0,0,0,0
K03558,K03558: membrane protein required for colicin V production,0,0,0.000343942,0.000181981,0.000426506,0.000270508,0.000616029,0.000426285,0.000463215,0.000440287,0.000341058,0.000535327,0.000433371,0.000330452,0,0.000475242,0.000675377,0.000656408,0.000943706,0.000262293,0.000363536,0.000388598,0.000149648,0
K03559,K03559: biopolymer transport protein ExbD,0,0,0.000759869,0.000442945,0.000766256,0.000570093,0.000638527,0.000448051,0.000451891,0.00126796,0.000700659,0.00109712,0.00120946,0.000821474,0,0.000694017,0.000828877,0.00120281,0.00119493,0.00063748,0.000540277,0.000324625,0.000278961,0.000449576
K13566,K13566,0,0,0,3.30535e-05,5.92946e-05,0,0,3.71421e-05,0,0,6.24535e-05,0,0,0,0,0,0,0,0,0,0,0,3.99198e-05,0
K03550,K03550: holliday junction DNA helicase RuvA,0,0.000381727,0.000701185,0.000628266,0.000628053,0.000770284,0.000715624,0.000534273,0.000884824,0.000749855,0.000645589,0.00076818,0.000498598,0.000715548,0,0.000960469,0.000881586,0.000799557,0.000976441,0.000686271,0.0005355,0.00102086,0.000642889,0.000696891
K03551,K03551: holliday junction DNA helicase RuvB,0.00103937,0.000456808,0.000682848,0.00103398,0.000604167,0.000695933,0.00063195,0.000647518,0.000569229,0.000846416,0.000918065,0.000719955,0.000821674,0.000726029,0,0.000859591,0.000619052,0.000713409,0.0011527,0.000954156,0.000545427,0.000979382,0.000795291,0.000859055
K03553,K03553: recombination protein RecA,0.00199108,0.00247532,0.000741923,0.00100704,0.000716133,0.000673803,0.000507441,0.000655008,0.000779608,0.000690153,0.000727268,0.000721564,0.000574382,0.000828188,0,0.000898487,0.000724375,0.000518203,0.000834498,0.00071846,0.000740049,0.000957374,0.000901038,0.000259906
K03554,K03554: recombination associated protein RdgC,0,0,0,1.93237e-05,2.0531e-05,7.32855e-05,5.93282e-05,9.94897e-05,2.74072e-05,0,3.28464e-05,0,0.000162741,0,0,0,3.88295e-05,0,0.000100718,0,4.68494e-05,0,0,0.000441608
K03555,K03555: DNA mismatch repair protein MutS,0.000396696,0.000532686,0.000595698,0.000764401,0.000491822,0.000441945,0.000555514,0.000432157,0.000470112,0.000419406,0.00044838,0.000514086,0.0005832,0.000577734,0,0.000545425,0.000429015,0.000392539,0.000558616,0.000493994,0.000487761,0.000646623,0.000636773,0.000645879
K03556,K03556: LuxR family transcriptional regulator maltose regulon positive,0,0,2.0238e-05,6.7554e-05,6.69486e-05,5.47357e-05,8.66604e-05,4.83027e-05,5.14715e-05,1.81101e-05,1.26525e-05,5.039e-05,8.41393e-05,0,0,1.52637e-05,5.95113e-05,0,0,1.02402e-05,6.73532e-05,0,1.53684e-05,1.35617e-05
K03557,K03557: Fis family transcriptional regulator factor for inversion,0,0,0,6.3436e-05,6.73995e-05,7.82091e-05,0.000182827,0.000213431,8.99728e-05,0,0.00010122,0,0.000257326,0,0,0,0.000118449,0,0.00033064,0,0.000153798,0,0,0.000191996
K01778,K01778: diaminopimelate epimerase,0,0,0.000776712,0.000624354,0.000687783,0.000717038,0.000703246,0.000523955,0.000700449,0.000713081,0.000914172,0.000624201,0.000461949,0.000736697,0,0.000637576,0.000848665,0.000617894,0.000577547,0.000638777,0.000655736,0.000786157,0.000640908,0.000759305
K01779,K01779: aspartate racemase,0,0,0.000107776,2.54259e-05,0.000257569,0.000200832,7.79002e-05,5.9478e-05,0.000116182,6.43829e-05,8.49645e-05,4.37122e-05,0.000110762,5.98378e-05,0,0,5.0113e-05,0,0.000141092,0.000133844,0.000197748,0,8.10041e-05,0.000288512
K01772,K01772: ferrochelatase,0,0,0,2.1004e-05,0.000159443,0.000116171,5.25424e-05,0.00012474,2.75769e-05,0,6.38866e-05,2.89765e-05,7.13591e-05,5.19997e-05,0,0,3.32195e-05,0,0.000328429,4.98206e-05,4.26497e-05,0,3.65272e-05,0.00104388
K05910,K05910: NADH peroxidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9404e-05
K01770,K01770: 2-C-methyl-D-erythritol 24-cyclodiphosphate synthase,0.00221187,0.000997074,0.000918255,0.000944879,0.000883506,0.000762757,0.000891199,0.00105246,0.000816227,0.00108986,0.00122941,0.00103185,0.000793657,0.00116151,0,0.000979667,0.000945243,0.00126471,0.00121082,0.000732089,0.000746216,0.00118035,0.00125462,0.000797184
K01771,K01771: 1-phosphatidylinositol phosphodiesterase,0,0,4.85127e-05,1.82034e-05,1.93407e-05,4.48854e-05,0.0001081,0,7.95592e-05,9.16729e-05,0,5.92968e-05,7.38413e-05,5.76309e-05,0,8.28822e-05,7.07499e-05,6.87754e-05,0.000189759,5.34274e-05,0,6.53953e-05,7.77944e-05,0
K01776,K01776: glutamate racemase,0,0.000876792,0.0006316,0.000675101,0.000703803,0.000590253,0.00119941,0.000717679,0.000725502,0.000897493,0.000821833,0.000753391,0.000639545,0.000716237,0,0.000775555,0.000789404,0.00079536,0.00103805,0.000654011,0.000605913,0.00065827,0.000703281,0.000527477
K13243,K13243,0,0,1.95753e-05,1.56808e-05,0,0.000132096,2.09556e-05,3.92539e-05,4.37648e-05,0,1.16018e-05,1.27539e-05,6.33723e-05,2.2344e-05,0,0,4.39009e-05,0,0,0,9.35368e-05,0,4.72557e-05,0.000113235
K01775,K01775: alanine racemase,0,0.000687708,0.000679949,0.000766731,0.000539647,0.000687427,0.000575734,0.000671354,0.000427748,0.000585956,0.000618625,0.00047863,0.000616012,0.000780385,0,0.000415167,0.000499426,0.000429658,0.000756857,0.000518462,0.000512005,0.000876628,0.000625805,0.000651493
K01900,K01900: succinyl-CoA synthetase beta subunit,0,0,0,1.34479e-05,0,1.57693e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87703e-05,0,0,0,0
K13746,K13746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60862e-05
K12520,K12520: minor pilin subunit PapE,0,0,0,0,0,4.32554e-05,0.000100095,0,0,0,0,0,0.00028464,0,0,0,0,0,0,0,8.50617e-05,0,0,0
K13244,K13244,0,0,0,3.41314e-05,1.8132e-05,6.31198e-05,0,5.71261e-05,0,0,0,0,0.000207679,0,0,0,0,0,0,0,4.13751e-05,0,0,0.000108181
K02777,K02777: PTS system glucose-specific IIA component,0.00107242,0,0.000114286,4.77056e-05,0.000151131,0.000199384,0.000219649,0.000250049,5.36586e-05,0,6.16122e-05,6.35322e-05,0,0.000117931,0,0,8.6883e-05,0,0,1.27648e-05,0.000184002,0.000136736,9.94668e-05,1.51439e-05
K13688,K13688,0,0,0,1.34475e-05,0,0,0,0,0,0,0,0,0,3.31207e-06,0,0,0,4.02655e-06,0,0,0,0,0,0
K02775,K02775: PTS system galactitol-specific IIC component,0,0.00016993,0.000216872,9.43663e-05,0.000234946,0.000153276,0.000194101,0.000160656,0.000153921,0.000325929,0.000152462,0.000221721,0.000550526,0.000245069,0,0.000235961,0.000179146,0.000146981,0.000492333,0.000158431,0.000271203,0.00014535,0.000253053,0.000158067
K14153,K14153,0,0,0,0,2.55653e-05,6.10762e-05,3.43238e-05,2.01364e-05,1.70638e-05,2.9108e-05,9.5015e-05,7.95333e-05,0,1.82989e-05,0,7.89504e-05,6.8715e-05,2.18375e-05,0,3.53111e-05,5.69535e-05,8.6442e-05,7.4104e-05,0
K02773,K02773: PTS system galactitol-specific IIA component,0,0,0,0,4.33284e-05,0.00014642,0,0,5.93822e-05,0,0,0,0.000418482,0,0,0,0,0,0,0,0.000446322,0,0,6.98111e-07
K14155,K14155,0.00133414,0.00081359,0.0010835,0.000995514,0.000934379,0.000904518,0.00100257,0.000995476,0.000947959,0.00100848,0.00100311,0.00112838,0.000768579,0.000877212,0,0.000912447,0.000713149,0.000725726,0.000990514,0.0009548,0.000968458,0.000799871,0.000916202,0.000687325
K02771,K02771: PTS system fructose-specific IID component,0.00128224,0,0,2.25906e-05,0,0,6.563e-05,3.80841e-05,0,0,0,3.70604e-05,0,3.46088e-05,0,0,0,0,0,0,0,0,0,0.000245654
K02770,K02770: PTS system fructose-specific IIC component,0.000539726,0,0.000237667,0.000346615,0.000326113,0.000373571,0.000202044,0.000252092,0.000151908,2.4507e-05,0.000407602,0.000159751,0.000337968,0.000145581,0,0.00034369,0.000240044,0.000173038,0.000460397,0.000136173,0.000288816,0.000296869,0.000270407,0.000500444
