Gene	Category	SuperPathway	SubPathway	KOAnnot
K18441	Cellular Processes	Transport and catabolism	Endocytosis	CYTH; cytohesin
K18442	Cellular Processes	Transport and catabolism	Endocytosis	ARFGEF BIG; brefeldin A-inhibited guanine nucleotide-exchange protein
K18443	Cellular Processes	Transport and catabolism	Endocytosis	GBF1; golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
K18444	Environmental Information Processing	Signal transduction	Two-component_system	rrp1; two-component system glycerol uptake and utilization response regulator
K18445	Metabolism	Nucleotide metabolism	Purine_metabolism	ndx1; diadenosine hexaphosphate hydrolase (ATP-forming)
K18447	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	NUDX14; ADP-sugar diphosphatase
K18453	Metabolism	Nucleotide metabolism	Purine_metabolism	NUDT23; ADP-ribose/FAD diphosphatase
K18471	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	ydjG; methylglyoxal reductase
K18472	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	accD6; acetyl/propionyl-CoA carboxylase carboxyl transferase subunit
K18473	Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	fabY; acetoacetyl-[acyl-carrier protein] synthase
K18474	Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	fabM; trans-2-decenoyl-[acyl-carrier protein] isomerase
K18482	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	ADCL; 4-amino-4-deoxychorismate lyase
K18484	Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	MYF5; myogenic factor 5
K18487	Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	ZIC3; zinc finger protein ZIC 3
K18489	Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	DLX5; homeobox protein DLX5
K18491	Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	ESX1; homeobox protein ESX1
K18493	Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	LHX5; LIM homeobox protein 5
K18494	Metabolism	Amino acid metabolism	Lysine_degradation	SETDB2; histone-lysine N-methyltransferase SETDB2
K18496	Environmental Information Processing	Signal transduction	Ras_signaling_pathway	FGF1; fibroblast growth factor 1
K18497	Environmental Information Processing	Signal transduction	Ras_signaling_pathway	FGF2; fibroblast growth factor 2
K18498	Environmental Information Processing	Signal transduction	MAPK_signaling_pathway	DUSP9 MKP4; dual specificity phosphatase 9
K18499	Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	SKIL; Ski-like protein
K18514	Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	mgrR; small regulatory RNA MgrR
K18529	Environmental Information Processing	Signal transduction	Ras_signaling_pathway	KSR2; kinase suppressor of Ras 2
K18532	Metabolism	Nucleotide metabolism	Purine_metabolism	AK6 FAP7; adenylate kinase
K18533	Metabolism	Nucleotide metabolism	Purine_metabolism	AK9; adenylate/nucleoside-diphosphate kinase
K18534	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	K18534; MPBQ/MSBQ methyltransferase
K18541	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate_degradation	mdlY; mandelamide amidase
K18550	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	ISN1; IMP and pyridine-specific 5'-nucleotidase
K18551	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	SDT1; pyrimidine and pyridine-specific 5'-nucleotidase
K18556	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	frdA; NADH-dependent fumarate reductase subunit A
K18557	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	frdB; NADH-dependent fumarate reductase subunit B
K18558	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	frdC; NADH-dependent fumarate reductase subunit C
K18559	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	frdD; NADH-dependent fumarate reductase subunit D
K18560	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	frdE; NADH-dependent fumarate reductase subunit E
K18562	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnQ cmmQ; 2-oxoglutarate-dependent dioxygenase
K18563	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnL; methyltransferase
K18564	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnP; methyltransferase
K18565	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnG cmmG; 2-oxoglutarate-dependent dioxygenase
K18566	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnF cmmF; N-acetyltransferase
K18568	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnR; CoA pyrophosphatase
K18569	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnH; hydrolase
K18570	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	cmm17; putative hydratase
K18571	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	cmmSu; putative sulfotransferase
K18572	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	cmmT thnT; putative pantetheine hydrolase
K18575	Metabolism	Lipid metabolism	Ether_lipid_metabolism	TMEM86B; alkenylglycerophosphocholine/alkenylglycerophosphoethanolamine hydrolase
K18582	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnM; carbapenam-3-carboxylate synthase
K18583	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem_biosynthesis	thnE; carboxymethylproline synthase
K18589	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	dfrA1 dhfr; dihydrofolate reductase (trimethoprim resistance protein)
K18590	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	dfrA12 dhfr; dihydrofolate reductase (trimethoprim resistance protein)
K18591	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	dfrD dhfr; dihydrofolate reductase (trimethoprim resistance protein)
K18592	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	GGT1_5; gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase
K18593	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18593; 4-hydroxybutyryl-CoA synthetase (ADP-forming)
K18594	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18594; 3-hydroxypropionyl-CoA synthetase (ADP-forming)
K18601	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18601; succinyl-CoA reductase
K18602	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18602; succinate semialdehyde reductase
K18603	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18603; acetyl-CoA/propionyl-CoA carboxylase
K18604	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18604; acetyl-CoA/propionyl-CoA carboxylase
K18605	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18605; biotin carboxyl carrier protein
K18606	Metabolism	Amino acid metabolism	Tyrosine_metabolism	HPPR; hydroxyphenylpyruvate reductase
K18607	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	pno; pyridoxine 4-oxidase
K18608	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	ppaT; pyridoxamine---pyruvate transaminase
K18609	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	pldh; pyridoxal 4-dehydrogenase
K18610	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	pdla; 4-pyridoxolactonase
K18611	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	K18611; 4-pyridoxate dehydrogenase
K18612	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	K18612; 5-formyl-3-hydroxy-2-methylpyridine 4-carboxylate dehydrogenase
K18613	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	K18613; 3-hydroxy-2-methylpyridine-45-dicarboxylate 4-decarboxylase
K18614	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	K18614; 2-(acetamidomethylene)succinate hydrolase
K18625	Cellular Processes	Cellular commiunity	Tight_junction	SHROOM; protein Shroom
K18639	Cellular Processes	Cell growth and death	Cell_cycle_-_yeast	KCC4; serine/threonine-protein kinase KCC4
K18644	Genetic Information Processing	Translation	RNA_transport	EIF4EBP2; eukaryotic translation initiation factor 4E binding protein 2
K18645	Genetic Information Processing	Translation	RNA_transport	EIF4EBP3; eukaryotic translation initiation factor 4E binding protein 3
K18649	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase
K18660	Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_degradation	ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase
K18661	Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_degradation	matB; malonyl-CoA/methylmalonyl-CoA synthetase
K18662	Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_degradation	matB; malonyl-CoA/methylmalonyl-CoA synthetase
K18669	Cellular Processes	Cell growth and death	Cell_cycle_-_yeast	DYRK2_3_4; dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4
K18671	Human Diseases	Cancers	Viral_carcinogenesis	HDAC10; histone deacetylase 10
K18675	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	chbP; NN'-diacetylchitobiose phosphorylase
K18676	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	gspK; glucosamine kinase
K18677	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	GALAK; galacturonokinase
K18679	Cellular Processes	Cell growth and death	Cell_cycle_-_yeast	CDR2; mitosis inducer protein kinase Cdr2
K18680	Cellular Processes	Cell growth and death	Cell_cycle_-_yeast	CDR1; mitosis inducer protein kinase Cdr1
K18681	Genetic Information Processing	Folding sorting and degradation	RNA_degradation	DIS3L; DIS3-like exonuclease 1
K18682	Genetic Information Processing	Folding sorting and degradation	RNA_degradation	rny; ribonucrease Y
K18689	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K18689; mevalonate-3-kinase
K18690	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K18690; mevalonate-3-phosphate-5-kinase
K18693	Metabolism	Lipid metabolism	Glycerolipid_metabolism	DPP1; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase
K18694	Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	PGC1; phosphatidylglycerol phospholipase C
K18695	Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	GPCPD1; glycerophosphocholine phosphodiesterase GPCPD1
K18696	Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	GDE1; glycerophosphodiester phosphodiesterase
K18697	Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	pgpC; phosphatidylglycerophosphatase C
K18698	Human Diseases	Drug resistance	beta-Lactam_resistance	blaTEM; beta-lactamase class A TEM
K18699	Human Diseases	Drug resistance	beta-Lactam_resistance	blaSHV; beta-lactamase class A SHV
K18766	Human Diseases	Drug resistance	beta-Lactam_resistance	blaZ; beta-lactamase class A BlaZ
K18767	Human Diseases	Drug resistance	beta-Lactam_resistance	blaCTX-M; beta-lactamase class A CTX-M
K18768	Human Diseases	Drug resistance	beta-Lactam_resistance	blaKPC; beta-lactamase class A KPC
K18775	Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	levB; levanbiose-producing levanase
K18780	Human Diseases	Drug resistance	beta-Lactam_resistance	blaNDM; metallo-beta-lactamase class B NDM
K18781	Human Diseases	Drug resistance	beta-Lactam_resistance	blaVIM; metallo-beta-lactamase class B VIM
K18782	Human Diseases	Drug resistance	beta-Lactam_resistance	blaIMP; metallo-beta-lactamase class B IMP
K18790	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-1; beta-lactamase class D OXA-1
K18791	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-2; beta-lactamase class D OXA-2
K18792	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-10 blaPSE-2; beta-lactamase class D OXA-10
K18793	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-23; beta-lactamase class D OXA-23
K18794	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-51; beta-lactamase class D OXA-51
K18795	Human Diseases	Drug resistance	beta-Lactam_resistance	blaCARB-1; beta-lactamase class A CARB-1
K18796	Human Diseases	Drug resistance	beta-Lactam_resistance	blaLAP; beta-lactamase class A LAP
K18797	Human Diseases	Drug resistance	beta-Lactam_resistance	blaPER; beta-lactamase class A PER
K18800	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	ubiI; 2-octaprenylphenol hydroxylase
K18804	Metabolism	Amino acid metabolism	Lysine_degradation	CTM1; [cytochrome c]-lysine N-methyltransferase
K18805	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	K18805; chorismate lyase
K18818	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	mgs; mannosylglycerate synthase
K18819	Metabolism	Carbohydrate metabolism	Galactose_metabolism	GOLS; inositol 3-alpha-galactosyltransferase
K18824	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	sul2; dihydropteroate synthase type 2
K18825	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	sul3; dihydropteroate synthase type 3
K18826	Metabolism	Amino acid metabolism	Lysine_degradation	CAMKMT; calmodulin-lysine N-methyltransferase
K18834	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	WRKY1; WRKY transcription factor 1
K18835	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	WRKY2; WRKY transcription factor 2
K18836	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_vancomycin_group_antibiotics	vcaE; reductase VcaE
K18851	Metabolism	Lipid metabolism	Glycerolipid_metabolism	fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase
K18852	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	HPA3; D-amino-acid N-acetyltransferase
K18853	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	dmrX; dihydromethanopterin reductase (acceptor)
K18854	Metabolism	Amino acid metabolism	Lysine_degradation	LYC1; lysine N-acetyltransferase
K18856	Environmental Information Processing	Signal transduction	Two-component_system	vanC vanE vanG; D-alanine---D-serine ligase
K18857	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	ADH1; alcohol dehydrogenase class-P
K18858	Metabolism	Lipid metabolism	alpha-Linolenic_acid_metabolism	CHAT; (Z)-3-hexen-1-ol acetyltransferase
K18859	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	sdhD frdD; succinate dehydrogenase / fumarate reductase subunit D
K18860	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	sdhD frdD; putative succinate dehydrogenase / fumarate reductase subunit D
K18861	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming)
K18866	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan_biosynthesis	vanXY; D-alanyl-D-alanine dipeptidase/carboxypeptidase
K18873	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	PIK1; pathogen-induced protein kinase
K18874	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	avrRps4; type III effector protein AvrRps4
K18875	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	EDS1; enhanced disease susceptibility 1 protein
K18876	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	avrBs3; type III effector protein AvrBs3
K18877	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	BS3; disease resistance protein
K18878	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	UPA20; BHLH transcription factor Upa20
K18879	Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	xopD; type III effector protein XopD
K18880	Metabolism	Lipid metabolism	Fatty_acid_elongation	HCD1; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
K18881	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	DJ1D; D-lactate dehydratase
K18882	Genetic Information Processing	Replication and repair	DNA_replication	priL pri2 priB; DNA primase large subunit
K18896	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	gsmt; glycine/sarcosine N-methyltransferase
K18897	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	sdmt; sarcosine/dimethylglycine N-methyltransferase
K18911	Metabolism	Amino acid metabolism	Histidine_metabolism	egtD; L-histidine Nalpha-methyltransferase
K18912	Metabolism	Amino acid metabolism	Histidine_metabolism	egtB; iron(II)-dependent oxidoreductase
K18913	Metabolism	Amino acid metabolism	Histidine_metabolism	egtE; pyridoxal 5-phosphate dependent beta-lyase
K18933	Metabolism	Amino acid metabolism	Tyrosine_metabolism	mfnA adc; tyrosine decarboxylase / aspartate 1-decarboxylase
K18940	Environmental Information Processing	Signal transduction	Two-component_system	arlS; two-component system OmpR family sensor histidine kinase ArlS
K18941	Environmental Information Processing	Signal transduction	Two-component_system	arlR; two-component system OmpR family response regulator ArlR
K18952	Environmental Information Processing	Signal transduction	Rap1_signaling_pathway	PRKCZ; atypical protein kinase C zeta type
K18953	Environmental Information Processing	Signal transduction	Sphingolipid_signaling_pathway	NSMAF FAN; factor associated with neutral sphingomyelinase activation
K18966	Metabolism	Metabolism of other amino acids	beta-Alanine_metabolism	GADL1 CSADC ADC; sulfinoalanine decarboxylase / aspartate 1-decarboxylase
K18970	Human Diseases	Drug resistance	beta-Lactam_resistance	blaGES; beta-lactamase class A GES
K18971	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-24 blaOXA-72; beta-lactamase class D OXA-24
K18972	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-58; beta-lactamase class D OXA-58
K18973	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-50; beta-lactamase class D OXA-50
K18974	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	sul1; dihydropteroate synthase type 1
K18976	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-48; beta-lactamase class D OXA-48
K18978	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	gapN; glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+]
K18981	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	udh; uronate dehydrogenase
K18982	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	gli; D-galactarolactone isomerase
K18983	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	gci; D-galactarolactone cycloisomerase
K18985	Human Diseases	Infectious diseases	Shigellosis	ELMO2 CED12A; engulfment and cell motility protein 2
K18986	Environmental Information Processing	Signal transduction	Two-component_system	ihk; two-component system OmpR family sensor kinase Ihk
K18987	Environmental Information Processing	Signal transduction	Two-component_system	irr; two-component system OmpR family response regulator Irr
K19002	Metabolism	Lipid metabolism	Glycerolipid_metabolism	mgs bgsB; 12-diacylglycerol 3-alpha-glucosyltransferase
K19003	Metabolism	Lipid metabolism	Glycerolipid_metabolism	mgdA; 12-diacylglycerol 3-beta-glucosyltransferase
K19004	Metabolism	Lipid metabolism	Glycerolipid_metabolism	K19004; processive 12-diacylglycerol beta-glycosyltransferase
K19005	Metabolism	Lipid metabolism	Glycerolipid_metabolism	ltaS; lipoteichoic acid synthase
K19006	Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	PLCH; phosphatidylinositol phospholipase C eta
K19007	Metabolism	Lipid metabolism	Glycerolipid_metabolism	AGPAT5; lysophosphatidiate acyltransferase
K19008	Organismal Systems	Endocrine system	Glucagon_signaling_pathway	SIK1; serine/threonine-protein kinase SIK1
K19010	Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	OSC2; parkeol synthase
K19011	Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	OSC6; achilleol B synthase
K19021	Metabolism	Nucleotide metabolism	Purine_metabolism	PDE3A; cGMP-inhibited 3'5'-cyclic phosphodiesterase A
K19028	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	PFKFB1; 6-phosphofructo-2-kinase / fructose-26-biphosphatase 1
K19029	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	PFKFB2; 6-phosphofructo-2-kinase / fructose-26-biphosphatase 2
K19030	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	PFKFB4; 6-phosphofructo-2-kinase / fructose-26-biphosphatase 4
K19054	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	FXN; frataxin
K19064	Metabolism	Biosynthesis of other secondary metabolites	Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	lysDH; lysine 6-dehydrogenase
K19065	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	mobA; 3-hydroxybenzoate 4-monooxygenase
K19066	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	E1.3.8.10; cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
K19067	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	E1.3.8.11; cyclohexane-1-carbonyl-CoA dehydrogenase
K19073	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	DVR; divinyl chlorophyllide a 8-vinyl-reductase
K19077	Environmental Information Processing	Signal transduction	Two-component_system	graS; two-component system OmpR family sensor histidine kinase GraS
K19078	Environmental Information Processing	Signal transduction	Two-component_system	graR; two-component system OmpR family response regulator protein GraR
K19079	Environmental Information Processing	Membrane transport	ABC_transporters	vraF; cationic antimicrobial peptide transport system ATP-binding protein
K19080	Environmental Information Processing	Membrane transport	ABC_transporters	vraG; cationic antimicrobial peptide transport system permease protein
K19081	Environmental Information Processing	Signal transduction	Two-component_system	braS bceS; two-component system OmpR family sensor histidine kinase BraS/BceS
K19082	Environmental Information Processing	Signal transduction	Two-component_system	braR bceR; two-component system OmpR family response regulator protein BraR/BceR
K19083	Environmental Information Processing	Membrane transport	ABC_transporters	braD bceA; bacitracin transport system ATP-binding protein
K19084	Environmental Information Processing	Membrane transport	ABC_transporters	braE bceB; bacitracin transport system permease protein
K19095	Human Diseases	Drug resistance	beta-Lactam_resistance	blaCMY-1; beta-lactamase class C CMY-1
K19096	Human Diseases	Drug resistance	beta-Lactam_resistance	blaCMY-2; beta-lactamase class C CMY-2
K19097	Human Diseases	Drug resistance	beta-Lactam_resistance	blaVEB; beta-lactamase class A VEB
K19098	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-9; beta-lactamase class D OXA-9
K19099	Human Diseases	Drug resistance	beta-Lactam_resistance	blaGIM; metallo-beta-lactamase class B GIM
K19100	Human Diseases	Drug resistance	beta-Lactam_resistance	blaDHA; beta-lactamase class C DHA
K19101	Human Diseases	Drug resistance	beta-Lactam_resistance	blaFOX; beta-lactamase class C FOX
K19102	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	nocA; nocardicin nonribosomal peptide synthetase NocA
K19103	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	nocB; nocardicin nonribosomal peptide synthetase NocB
K19104	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	nat; isonocardicin synthase
K19105	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	nocJ; nocardicin-A epimerase
K19106	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	nocL; nocardicin N-oxygenase
K19107	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	tabB; putative acetyltransferase
K19108	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	tabA; decarboxylase
K19109	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	tblS; putative beta-lactam synthetase
K19110	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	tblC; putative 2-oxoglutarate oxygenase
K19111	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	tabP; putative tabtoxin peptidase [EC3.4.-.-]
K19112	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	tblF tabS; L-Amino acid ligase
K19113	Metabolism	Biosynthesis of other secondary metabolites	Monobactam_biosynthesis	ttr; acetyltransferase
K19177	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	NUS1; dehydrodolichyl diphosphate syntase complex subunit NUS1
K19180	Metabolism	Metabolism of terpenoids and polyketides	Polyketide_sugar_unit_biosynthesis	tll; dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+)
K19185	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	kdhA; 6-hydroxypseudooxynicotine dehydrogenase subunit alpha
K19186	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	kdhB; 6-hydroxypseudooxynicotine dehydrogenase subunit beta
K19187	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	kdhC; 6-hydroxypseudooxynicotine dehydrogenase subunit gamma
K19188	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	E3.7.1.19; 26-dihydroxypseudooxynicotine hydrolase
K19189	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	dhpH; 26-dihydroxypyridine 3-monooxygenase
K19190	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	nboR; nicotine blue oxidoreductase
K19191	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	mabO; 4-methylaminobutanoate oxidase (formaldehyde-forming)
K19200	Metabolism	Biosynthesis of other secondary metabolites	Penicillin_and_cephalosporin_biosynthesis	IAL; isopenicillin-N N-acyltransferase like protein
K19203	Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	pimS1; pimaricinolide synthase PimS1
K19204	Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	pimS2; pimaricinolide synthase PimS2
K19205	Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	pimS3; pimaricinolide synthase PimS3
K19206	Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	pimS4; pimaricinolide synthase PimS4
K19207	Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	fscD; candicidin polyketide synthase FscD
K19208	Metabolism	Metabolism of terpenoids and polyketides	Type_I_polyketide_structures	fscE; candicidin polyketide synthase FscE
K19209	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-42; beta-lactamase class D OXA-42
K19210	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-61; beta-lactamase class D OXA-61
K19211	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-62; beta-lactamase class D OXA-62
K19212	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-63; beta-lactamase class D OXA-63
K19213	Human Diseases	Drug resistance	beta-Lactam_resistance	blaOXA-12; beta-lactamase class D OXA-12
