	Gene	NAME	CSM5LLGB.kegg.e-40.m8-hit-keg-cat	CSM6J2H9.kegg.e-40.m8-hit-keg-cat	CSM79HGR.kegg.e-40.m8-hit-keg-cat	ESM5GEYX.kegg.e-40.m8-hit-keg-cat	ESM5GEYY.kegg.e-40.m8-hit-keg-cat	ESM5GEZ1.kegg.e-40.m8-hit-keg-cat	ESM5MEAB.kegg.e-40.m8-hit-keg-cat	ESM5MEB9.kegg.e-40.m8-hit-keg-cat	ESM5MEC7.kegg.e-40.m8-hit-keg-cat	ESM5MEDP.kegg.e-40.m8-hit-keg-cat	ESM5MEE2.kegg.e-40.m8-hit-keg-cat	ESM5MEEJ.kegg.e-40.m8-hit-keg-cat	ESM718U9.kegg.e-40.m8-hit-keg-cat	ESM7F5AE.kegg.e-40.m8-hit-keg-cat	HSM5MD6G.kegg.e-40.m8-hit-keg-cat	HSM5MD6S.kegg.e-40.m8-hit-keg-cat	HSM67VDR.kegg.e-40.m8-hit-keg-cat	HSM67VDT.kegg.e-40.m8-hit-keg-cat	HSM6XRQC.kegg.e-40.m8-hit-keg-cat	HSM6XRTE.kegg.e-40.m8-hit-keg-cat	HSM7CZ2X.kegg.e-40.m8-hit-keg-cat	HSM7J4JV.kegg.e-40.m8-hit-keg-cat	HSMA33J1.kegg.e-40.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
11103	K15756																										Metabolism	Xenobiotics biodegradation and metabolism	Dioxin_degradation	carC; 2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-24-dienoate hydrolase
11104	K15757																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	xylM; xylene monooxygenase subunit XylM
11105	K15758																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	xylA1; xylene monooxygenase electron transfer component
11106	K15759																										Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	IMPAD1 IMPA3; inositol monophosphatase 3
11107	K15760																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	tmoA tbuA1 touA; toluene monooxygenase system protein A
11108	K15761																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	tmoB tbuU touB; toluene monooxygenase system protein B
11109	K15762																										Metabolism	Energy metabolism	Sulfur_metabolism	tmoC tbuB touC; toluene monooxygenase system ferredoxin subunit
11110	K15763																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	tmoD tbuV touD; toluene monooxygenase system protein D
11111	K15764																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	tmoE tbuA2 touE; toluene monooxygenase system protein E
11112	K15765																										Metabolism	Energy metabolism	Sulfur_metabolism	tmoF tbuC touF; toluene monooxygenase electron transfer component
11113	K15766																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	absAa; 2-aminobenzenesulfonate 23-dioxygenase subunit alpha
11114	K15767																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	absAb; 2-aminobenzenesulfonate 23-dioxygenase subunit beta
11115	K15768																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	tsaM; p-toluenesulfonate methyl-monooxygenase oxygenase component TsaM
11116	K15769																										Metabolism	Xenobiotics biodegradation and metabolism	Toluene_degradation	tsaB1; p-toluenesulfonate methyl-monooxygenase reductase component TsaB
11117	K15770																										Environmental Information Processing	Membrane transport	ABC_transporters	cycB ganO; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
11118	K15771																										Environmental Information Processing	Membrane transport	ABC_transporters	ganP; arabinogalactan oligomer / maltooligosaccharide transport system permease protein
11119	K15772																										Environmental Information Processing	Membrane transport	ABC_transporters	ganQ; arabinogalactan oligomer / maltooligosaccharide transport system permease protein
11120	K15774																										Metabolism	Biosynthesis of other secondary metabolites	Betalain_biosynthesis	5GT; betanidin 5-O-glucosyltransferase
11121	K15775																										Metabolism	Biosynthesis of other secondary metabolites	Betalain_biosynthesis	6GT; betanidin 6-O-glucosyltransferase
11122	K15776																										Metabolism	Biosynthesis of other secondary metabolites	Betalain_biosynthesis	CDOPA5GT; cyclo-DOPA 5-O-glucosyltransferase
11123	K15777																										Metabolism	Biosynthesis of other secondary metabolites	Betalain_biosynthesis	DOPA; 45-DOPA dioxygenase extradiol
11124	K15778																										Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	pmm-pgm; phosphomannomutase / phosphoglucomutase
11125	K15779																										Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	PGM2; phosphoglucomutase / phosphopentomutase
11126	K15780																										Metabolism	Nucleotide metabolism	Purine_metabolism	tilS-hprT; bifunctional protein TilS/HprT
11127	K15783																										Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	doeA; ectoine hydrolase
11128	K15784																										Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	doeB; N-alpha-acetyl-L-24-diaminobutyrate deacetylase
11129	K15785																										Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	doeD; L-24-diaminobutyrate transaminase
11130	K15786																										Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	doeC; aspartate-semialdehyde dehydrogenase
11131	K15787																										Metabolism	Biosynthesis of other secondary metabolites	Flavone_and_flavonol_biosynthesis	UGT78D1; flavonol-3-O-rhamnosyltransferase
11132	K15788																										Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	GLYCTK; glycerate kinase
11133	K15789																										Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	TDH; threonine 3-dehydrogenase
11134	K15792																										Metabolism	Amino acid metabolism	Lysine_biosynthesis	murEF; murE/murF fusion protein
11135	K15793																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K15793; acyclic sesquiterpene synthase
11136	K15794																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	E4.2.3.55; (S)-beta-bisabolene synthase
11137	K15795																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	TPS12_13; (Z)-gamma-bisabolene synthase
11138	K15796																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	TPS3; (E)-gamma-bisabolene synthase
11139	K15797																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	TPS6_11; (S)-beta-macrocarpene synthase
11140	K15798																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	SBS; santalene and bergamotene synthase
11141	K15799																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	BS TPS11; (+)-alpha-barbatene/beta-chamigrene/thujopsene synthase
11142	K15800																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	GAO1; germacrene A oxidase
11143	K15801																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	SSTLH1; (EE)-germacrene B synthase
11144	K15802																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	SSTLE1; germacrene C synthase
11145	K15803																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	GERD; (-)-germacrene D synthase
11146	K15804																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	EAS; 5-epiaristolochene synthase
11147	K15805																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	EAH; 5-epiaristolochene 13-dihydroxylase
11148	K15806																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	AG4; (+)-delta-selinene synthase
11149	K15807																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	E4.2.3.70; patchoulol synthase
11150	K15808																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	QHS1; beta-caryophyllene synthase
11151	K15809																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	MXPSS1; cis-muuroladiene synthase
11152	K15810																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	DCD; dammaradiene synthase
11153	K15811																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	PDSA; protostadienol synthase
11154	K15812																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	CPQ; cucurbitadienol synthase
11155	K15813																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	LUP4; beta-amyrin synthase
11156	K15814																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	CYP93E1; beta-amyrin 24-hydroxylase
11157	K15815																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	LUP2; lupeol synthase 2
11158	K15816																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	LUP1; lupeol synthase 1
11159	K15817																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	DDS; dammarenediol II synthase
11160	K15818																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	M1; germanicol synthase
11161	K15819																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	M2; taraxerol synthase
11162	K15820																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	IMS1; isomultiflorenol synthase
11163	K15821																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	THAS1; thalianol synthase
11164	K15822																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	CAMS1 LUP3; camelliol C synthase
11165	K15823																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	PEN1; arabidiol synthase
11166	K15824																										Metabolism	Metabolism of terpenoids and polyketides	Insect_hormone_biosynthesis	FAMET; farsoic acid methyltransferase
11167	K15825																										Metabolism	Metabolism of terpenoids and polyketides	Insect_hormone_biosynthesis	JHDK; juvenile hormone diol kinase
11168	K15826																										Metabolism	Metabolism of terpenoids and polyketides	Insect_hormone_biosynthesis	CYP4C7; sesquiterpenoid omega-hydroxylase
11169	K15839																										Human Diseases	Substance dependence	Cocaine_addiction	GPSM1 AGS3; G-protein signaling modulator 1
11170	K15840																										Human Diseases	Substance dependence	Cocaine_addiction	PDYN PENKB; proenkephalin B (prodynorphin)
11171	K15841																										Environmental Information Processing	Signal transduction	Two-component_system	glmY; small regulatory RNA GlmY
11172	K15842																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	cagA; cytotoxicity-associated immunodominant antigen
11173	K15843																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	hopC alpA; outer membrane protein HopC/AlpA
11174	K15844																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	hopB alpB; outer membrane protein HopB/AlpB
11175	K15845																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	hopZ; outer membrane protein HopZ
11176	K15846																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	hpaA; neuraminyllactose-binding hemagglutinin
11177	K15847																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	babA; outer membrane protein BabA
11178	K15848																										Human Diseases	Infectious diseases	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	sabA; outer membrane protein SabA
11179	K15849																										Metabolism	Amino acid metabolism	Tyrosine_metabolism	PAT AAT; bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase
11180	K15850																										Environmental Information Processing	Signal transduction	Two-component_system	luxN; two-component system autoinducer 1 sensor kinase/phosphatase LuxN
11181	K15851																										Environmental Information Processing	Signal transduction	Two-component_system	qrr; quorum regulatory RNA Qrr
11182	K15852																										Environmental Information Processing	Signal transduction	Two-component_system	luxR; LuxR family transcriptional regulator transcriptional activator of the bioluminescence operon
11183	K15853																										Environmental Information Processing	Signal transduction	Two-component_system	luxD; acyl transferase
11184	K15854																										Environmental Information Processing	Signal transduction	Two-component_system	luxB; alkanal monooxygenase beta chain
11185	K15855																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	csxA; exo-14-beta-D-glucosaminidase
11186	K15856																										Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase
11187	K15857																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	ascE; CDP-3 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase
11188	K15858																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	ascF; CDP-3 6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase
11189	K15859																										Environmental Information Processing	Signal transduction	Two-component_system	SKN7; osomolarity two-component system response regulator SKN7
11190	K15860																										Environmental Information Processing	Signal transduction	Two-component_system	ciaX; regulatory peptide CiaX
11191	K15861																										Environmental Information Processing	Signal transduction	Two-component_system	fixK; CRP/FNR family transcriptional regulator nitrogen fixation regulation protein
11192	K15862																										Metabolism	Energy metabolism	Oxidative_phosphorylation	ccoNO; cytochrome c oxidase cbb3-type subunit I/II
11193	K15863																										Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoLM; NADH-quinone oxidoreductase subunit L/M
11194	K15864																										Metabolism	Energy metabolism	Nitrogen_metabolism	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase
11195	K15866																										Metabolism	Amino acid metabolism	Phenylalanine_metabolism	paaG; 2-(12-epoxy-12-dihydrophenyl)acetyl-CoA isomerase
11196	K15867																										Human Diseases	Substance dependence	Amphetamine_addiction	ARC; activity-regulated cytoskeleton-associated protein
11197	K15868																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiB; bile acid-coenzyme A ligase
11198	K15869																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiA; NAD(P)-dependent 3-alpha-hydroxysteroid dehydrogenase
11199	K15870																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiCD; NAD(H)-dependent 7alpha-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase
11200	K15871																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiF; bile acid-CoA hydrolase
11201	K15872																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiE; bile-acid 7alpha-dehydratase
11202	K15873																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiH; NAD(H)-dependent 7beta-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase
11203	K15874																										Metabolism	Lipid metabolism	Secondary_bile_acid_biosynthesis	baiI; bile acid 7beta-dehydratase
11204	K15876																										Metabolism	Energy metabolism	Nitrogen_metabolism	nrfH; cytochrome c nitrite reductase small subunit
11205	K15877																										Metabolism	Energy metabolism	Nitrogen_metabolism	CYP55; fungal nitric oxide reductase
11206	K15880																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	tcmK snoa1 aknB mtmP; minimal PKS ketosynthase (KS/KS alpha)
11207	K15881																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	tcmL snoa2 aknC mtmK; minimal PKS chain-length factor (CLF/KS beta)
11208	K15882																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	tcmM snoa3 aknD mtmS; minimal PKS acyl carrier protein
11209	K15883																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	snoaD aknA; ketoreductase
11210	K15884																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	snoaE aknE1; bifunctional aromatase (cyclase/dehydratase)
11211	K15885																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	mtmQ; C7-C12 aromatase (ARO/CYC)
11212	K15886																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_backbone	tcmN; multifunctional cyclase / dehydratase / O-methyltransferase
11213	K15887																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	ZFPS; (2Z6Z)-farnesyl diphosphate synthase
11214	K15888																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	E2.5.1.89; tritranspolycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific]
11215	K15889																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	PCME; prenylcysteine alpha-carboxyl methylesterase
11216	K15890																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	FOHSDR; NADP+-dependent farnesol dehydrogenase
11217	K15891																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	FLDH; farnesol dehydrogenase
11218	K15892																										Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	FOLK; farnesol kinase
11219	K15893																										Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	HPR1; hydroxypyruvate reductase 1
11220	K15894																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pseB; UDP-N-acetylglucosamine 46-dehydratase
11221	K15895																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pseC; UDP-4-amino-46-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase
11222	K15896																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pseH; UDP-4-amino-46-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
11223	K15897																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pseG; UDP-24-diacetamido-246-trideoxy-beta-L-altropyranose hydrolase
11224	K15898																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pseI neuB3; pseudaminic acid synthase
11225	K15899																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pseF; pseudaminic acid cytidylyltransferase
11226	K15907																										Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	ptlI; pentalenene oxygenase
11227	K15909																										Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	SHIP2 INPPL1; phosphatidylinositol-345-trisphosphate 5-phosphatase 2
11228	K15910																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pglE; UDP-N-acetylbacillosamine transaminase
11229	K15912																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pglF; UDP-N-acetyl-D-glucosamine 46-dehydratase
11230	K15913																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	pglD; UDP-N-acetylbacillosamine N-acetyltransferase
11231	K15916																										Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	pgi-pmi; glucose/mannose-6-phosphate isomerase
11232	K15918																										Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	GLYK; D-glycerate 3-kinase
11233	K15919																										Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	HPR2; hydroxypyruvate reductase 2
11234	K15920																										Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	XYL4; beta-D-xylosidase 4
11235	K15921																										Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	xynD; arabinoxylan arabinofuranohydrolase
11236	K15922																										Metabolism	Carbohydrate metabolism	Galactose_metabolism	yihQ; alpha-glucosidase
11237	K15923																										Metabolism	Glycan biosynthesis and metabolism	Other_glycan_degradation	AXY8 FUC95A afcA; alpha-L-fucosidase 2
11238	K15926																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	jadI; cyclase
11239	K15927																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	jadF; oxygenase
11240	K15928																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	jadH; bifunctional hydroxylase/dehydrase
11241	K15929																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	jadS; glycosyltransferase
11242	K15930																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	lndM2; bifunctional oxygenase/reductase
11243	K15931																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	lndGT2; glycosyltransferase
11244	K15932																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	lndZ4; reductase LndZ4
11245	K15933																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	lndZ5; oxygenase LndZ5
11246	K15934																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	lndGT1; D-olivosyltransferase
11247	K15935																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	lndGT4; L-rhodinosyltransferase
11248	K15936																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	urdGT2; glycosyltransferase
11249	K15937																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	urdGT1a; glycosyltransferase
11250	K15938																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	urdGT1c; glycosyltransferase
11251	K15939																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	urdGT1b; glycosyltransferase
11252	K15940																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	snoaM dpsY aknW mtmY; cyclase
11253	K15941																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	snoaB dnrG aknX; monooxygenase
11254	K15942																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	snoaC dnrC aknG; O-methyltransferase / aklanonic acid methyltransferase
11255	K15943																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	snoaL dnrD aknH; nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase
11256	K15944																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	snoaF dnrE aknU; C-7 ketoreductase
11257	K15945																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	snoaL2; C-1 hydroxylase
11258	K15946																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	aknS; glycosyltransferase
11259	K15947																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	aknT; glycosyltransferase auxiliary protein
11260	K15948																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	aknK; L-2-deoxyfucosyltransferase
11261	K15949																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	aknOx; aclacinomycin oxidase
11262	K15950																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	dnrF rdmE; aklavinone 12-hydroxylase
11263	K15951																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	dnrS; glycosyltransferase
11264	K15952																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	dnrQ; glycosyltransferase auxiliary protein
11265	K15953																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	dnrP; 10-carbomethoxy-13-deoxycarminomycin esterase
11266	K15954																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	dnrK; arminomycin 4-O-methyltransferase
11267	K15955																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15955 doxA; 13-deoxydaunorubicin hydroxylase
11268	K15956																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	dnrU; daunorubicin C-13 ketoreductase
11269	K15957																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	rdmC; esterase
11270	K15958																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	rdmB; SAM-dependent hydroxylase
11271	K15959																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmMI; O-methyltransferase
11272	K15960																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmGIV; glycosyltransferase
11273	K15961																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmGIII; glycosyltransferase
11274	K15962																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	K15962 mtmC; D-mycarose 3-C-methyltransferase
11275	K15963																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmMII; C-methyltransferase
11276	K15964																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmGI; glycosyltransferase
11277	K15965																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmGII; glycosyltransferase
11278	K15966																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmOIV; monooxygenase
11279	K15967																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	mtmW; ketoreductase
11280	K15968																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	tcmI; tetracenomycin F2 cyclase
11281	K15969																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	tcmH; tetracenomycin F1 monooxygenase
11282	K15970																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	tcmO; 8-O-methyltransferase
11283	K15971																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	tcmP; O-methyltransferase
11284	K15972																										Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis_of_type_II_polyketide_products	tcmG; tetracenomycin A2 monooxygenase-dioxygenase
11285	K15978																										Human Diseases	Infectious diseases	Epstein-Barr_virus_infection	AKAP8L HA95; A-kinase anchor protein 8-like protein
11286	K15979																										Human Diseases	Cancers	Viral_carcinogenesis	SND1; staphylococcal nuclease domain-containing protein 1
11287	K15981																										Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	CYP125A1; cholest-4-en-3-one 26-monooxygenase
11288	K15982																										Metabolism	Xenobiotics biodegradation and metabolism	Steroid_degradation	kshA; 3-ketosteroid 9alpha-monooxygenase subunit A
