Gene,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Category,SuperPathway,SubPathway,KOAnnot
K11560,K11560: kinetochore protein Mis13/DSN1,0,0,0,0,0,0,6.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11584,K11584: protein phosphatase 2 (formerly 2A) regulatory subunit B',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72E-06,0,0,0,0,Genetic Information Processing,Translation,mRNA_surveillance_pathway,PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'
K11594,K11594: ATP-dependent RNA helicase bel,0,4.43E-06,0,0,3.97E-06,3.80E-06,0,0,0,7.26E-06,0,6.35E-06,0,5.95E-06,0,3.36E-06,0,0,0,0,Organismal Systems,Immune system,RIG-I-like_receptor_signaling_pathway,DDX3X bel; ATP-dependent RNA helicase DDX3X
K11600,K11600: exosome complex component RRP41,0,0,1.23E-05,0,0,1.10E-05,0,1.04E-05,0,2.21E-05,0,0,2.13E-05,0,0,0,0,1.12E-05,0,0,Genetic Information Processing,Folding sorting and degradation,RNA_degradation,RRP41 EXOSC4 SKI6; exosome complex component RRP41
K11604,K11604: manganese/iron transport system substrate-binding protein,0,9.28E-06,0,3.55E-05,9.43E-06,0,1.35E-05,0,0,0,0,1.46E-05,0,0,0,0,9.46E-06,0,8.49E-06,0,Environmental Information Processing,Membrane transport,ABC_transporters,sitA; manganese/iron transport system substrate-binding protein
K11605,K11605: manganese/iron transport system permease protein,0,1.98E-05,0,0,0,0,2.78E-05,0,0,0,0,1.48E-05,0,0,0,0,1.01E-05,0,9.02E-06,0,Environmental Information Processing,Membrane transport,ABC_transporters,sitC; manganese/iron transport system permease protein
K11606,K11606: manganese/iron transport system permease protein,0,0,0,1.95E-05,0,0,1.46E-05,0,0,0,2.93E-05,0,8.57E-06,0,0,7.20E-06,3.03E-05,0,2.75E-05,0,Environmental Information Processing,Membrane transport,ABC_transporters,sitD; manganese/iron transport system permease protein
K11607,K11607: manganese/iron transport system ATP-binding protein,0,0,0,0,0,9.32E-06,2.68E-05,0,0,0,0,0,0,0,0,7.27E-06,2.06E-05,0,2.74E-05,0,Environmental Information Processing,Membrane transport,ABC_transporters,sitB; manganese/iron transport system ATP-binding protein
K11608,K11608: beta-ketoacyl ACP synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11609,K11609: beta-ketoacyl ACP synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11610,K11610: beta-ketoacyl ACP reductase,0,0,0,0,1.15E-05,0,0,0,8.94E-06,0,0,0,0,0,0,8.57E-06,0,0,0,1.13E-05,None,None,None,None
K11611,K11611: enoyl ACP reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11614,K11614: two-component system CitB family sensor histidine kinase MalK,7.88E-06,1.58E-05,0,0,5.44E-06,0,0,0,8.48E-06,4.88E-06,1.47E-05,0,4.67E-06,7.49E-06,1.45E-05,8.13E-06,5.19E-06,9.81E-06,4.66E-06,1.07E-05,Environmental Information Processing,Signal transduction,Two-component_system,yufL malK; two-component system CitB family sensor histidine kinase MalK
K11615,K11615: two-component system CitB family response regulator MalR,1.80E-05,0,0,0,0,1.08E-05,1.64E-05,0,9.63E-06,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Signal transduction,Two-component_system,malR; two-component system CitB family response regulator MalR
K11616,K11616: malate:Na+ symporter,9.45E-06,1.26E-05,0,0,1.91E-05,5.72E-06,0,0,0,0,2.68E-05,2.87E-05,0,1.80E-05,4.35E-05,4.85E-06,1.29E-05,5.85E-06,5.76E-06,1.87E-05,Environmental Information Processing,Signal transduction,Two-component_system,maeN; malate:Na+ symporter
K11617,K11617: two-component system NarL family sensor histidine kinase LiaS,0,0,0,0,8.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Signal transduction,Two-component_system,liaS; two-component system NarL family sensor histidine kinase LiaS
K11618,K11618: two-component system NarL family response regulator LiaR,2.01E-05,3.88E-05,0,2.52E-05,4.16E-05,1.22E-05,5.68E-05,3.45E-05,3.23E-05,1.24E-05,0,0,1.19E-05,1.91E-05,1.88E-05,3.09E-05,2.74E-05,1.25E-05,2.45E-05,5.41E-05,Environmental Information Processing,Signal transduction,Two-component_system,liaR; two-component system NarL family response regulator LiaR
K11620,K11620: lia operon protein LiaH,0,0,0,0,0,0,0,0,9.96E-06,0,0,0,0,0,0,9.55E-06,0,0,0,0,Environmental Information Processing,Signal transduction,Two-component_system,liaH; lia operon protein LiaH
K11624,K11624: two-component system NarL family response regulator YdfI,0,0,0,0,0,0,0,1.14E-05,0,0,0,0,1.17E-05,0,0,0,0,0,0,0,Environmental Information Processing,Signal transduction,Two-component_system,ydfI; two-component system NarL family response regulator YdfI
K11626,K11626: putative sodium/glutamine symporter,0,0,0,0,6.07E-06,1.08E-05,8.41E-06,1.02E-05,0,5.53E-06,0,0,0,8.36E-06,8.23E-06,0,6.11E-06,0,5.40E-06,5.94E-06,Environmental Information Processing,Signal transduction,Two-component_system,glnT; putative sodium/glutamine symporter
K11627,K11627: pyrrolysyl-tRNA synthetase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90E-06,0,0,Genetic Information Processing,Translation,Aminoacyl-tRNA_biosynthesis,pylS; pyrrolysyl-tRNA synthetase
K11628,K11628: mycocerosic acid synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11629,K11629: two-component system OmpR family bacitracin resistance sensor,1.22E-05,8.17E-06,0,1.58E-05,0,7.30E-06,1.15E-05,1.43E-05,6.75E-06,0,0,0,0,1.16E-05,0,0,8.34E-06,0,1.50E-05,8.27E-06,Environmental Information Processing,Signal transduction,Two-component_system,bceS; two-component system OmpR family bacitracin resistance sensor histidine kinase BceS
K11630,K11630: two-component system OmpR family bacitracin resistance response,9.13E-05,9.65E-05,7.34E-05,6.64E-05,7.52E-05,5.53E-05,3.22E-05,8.29E-05,0.000117692,7.72E-05,5.18E-05,5.49E-05,0.000160919,3.48E-05,6.81E-05,9.40E-05,6.03E-05,7.77E-05,3.22E-05,3.71E-05,Environmental Information Processing,Signal transduction,Two-component_system,bceR; two-component system OmpR family bacitracin resistance response regulator BceR
K11631,K11631: bacitracin transport system ATP-binding protein,1.68E-05,3.32E-05,0,0,1.15E-05,9.90E-06,3.10E-05,9.66E-06,1.77E-05,2.05E-05,1.58E-05,0,1.96E-05,0,1.57E-05,4.28E-05,3.44E-05,0,3.06E-05,2.26E-05,Environmental Information Processing,Membrane transport,ABC_transporters,bceA vraD; bacitracin transport system ATP-binding protein
K11632,K11632: bacitracin transport system permease protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,bceB vraE; bacitracin transport system permease protein
K11633,K11633: two-component system OmpR family sensor histidine kinase YxdK,0,8.60E-06,0,1.61E-05,1.79E-05,0,1.21E-05,1.48E-05,6.90E-06,0,0,0,1.53E-05,0,1.20E-05,6.61E-06,0,0,7.87E-06,8.70E-06,Environmental Information Processing,Signal transduction,Two-component_system,yxdK; two-component system OmpR family sensor histidine kinase YxdK
K11634,K11634: two-component system OmpR family response regulator YxdJ,1.84E-05,0,0,0,0,0,0,0,1.98E-05,0,1.75E-05,0,0,0,0,0,1.26E-05,0,0,0,Environmental Information Processing,Signal transduction,Two-component_system,yxdJ; two-component system OmpR family response regulator YxdJ
K11635,K11635: putative ABC transport system ATP-binding protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,Environmental Information Processing,Signal transduction,Two-component_system,yxdL; putative ABC transport system ATP-binding protein
K11637,K11637: two-component system CitB family sensor histidine kinase CitS,0,0,0,0,0,4.80E-06,0,0,0,0,0,0,4.65E-06,0,7.39E-06,0,5.39E-06,0,4.83E-06,0,Environmental Information Processing,Signal transduction,Two-component_system,citS; two-component system CitB family sensor histidine kinase CitS
K11638,K11638: two-component system CitB family response regulator CitT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,Environmental Information Processing,Signal transduction,Two-component_system,K11638 citT; two-component system CitB family response regulator CitT
K11641,K11641: two-component system LytT family response regulator NatR,0,0,0,0,1.25E-05,0,1.70E-05,0,0,0,0,0,0,1.72E-05,1.69E-05,0,0,0,1.11E-05,1.22E-05,Environmental Information Processing,Signal transduction,Two-component_system,natR; two-component system LytT family response regulator NatR
K11643,K11643: chromodomain-helicase-DNA-binding protein 4,0,1.42E-06,0,0,0,3.24E-06,0,0,1.14E-06,0,0,0,1.31E-06,4.50E-06,1.99E-06,1.09E-06,0,1.37E-06,0,0,Human Diseases,Cancers,Viral_carcinogenesis,CHD4 MI2B; chromodomain-helicase-DNA-binding protein 4
K11645,K11645: 2-amino-37-dideoxy-D-threo-hept-6-ulosonic acid synthase,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,fbaB; fructose-bisphosphate aldolase class I
K11646,K11646: dehydroquinate synthase II,2.58E-05,8.62E-06,8.80E-06,0,8.91E-06,1.36E-05,1.02E-05,2.06E-05,0,1.51E-05,1.22E-05,0,1.44E-05,1.23E-05,0,0,0,2.22E-05,0,8.72E-06,Metabolism,Amino acid metabolism,Phenylalanine_tyrosine_and_tryptophan_biosynthesis,K11646; 3-dehydroquinate synthase II
K11647,K11647: SWI/SNF-related matrix-associated actin-dependent regulator of,0,0,0,0,0,0,0,1.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11654,K11654: SWI/SNF-related matrix-associated actin-dependent regulator of,0,0,0,0,0,0,4.28E-06,0,4.08E-06,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11661,K11661: helicase SRCAP,0,1.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11665,K11665: DNA helicase INO80,0,0,1.88E-06,0,4.37E-06,2.21E-06,0,0,2.01E-06,1.60E-06,0,0,0,2.56E-06,2.51E-06,0,0,0,1.88E-06,0,None,None,None,None
K11681,K11681: helicase SWR1,0,2.56E-06,0,0,0,0,0,2.20E-06,2.06E-06,0,0,0,2.27E-06,0,0,1.97E-06,0,0,0,0,None,None,None,None
K11685,K11685: DNA-binding protein StpA,3.17E-05,0,0,0,0,0,0,1.82E-05,0,0,0,0,1.88E-05,3.02E-05,0,1.62E-05,2.15E-05,0,1.94E-05,0,None,None,None,None
K11688,K11688: C4-dicarboxylate-binding protein DctP,0.000703698,0.00018136,0.000205108,4.77E-05,0.00035726,0.00016595,0.000351305,0.000158385,0.000188164,0.000223833,0.000247832,0.000241136,0.000184822,0.00034344,0.000243472,0.000185629,0.000230023,0.000161723,0.000281788,0.000301914,Environmental Information Processing,Signal transduction,Two-component_system,dctP; C4-dicarboxylate-binding protein DctP
K11689,K11689: C4-dicarboxylate transporter DctQ subunit,9.85E-05,0,0,0,1.68E-05,3.06E-05,0,0,0,0,0,0,0,0,2.28E-05,0,0,0,0,1.65E-05,Environmental Information Processing,Signal transduction,Two-component_system,dctQ; C4-dicarboxylate transporter DctQ subunit
K11690,K11690: C4-dicarboxylate transporter DctM subunit,0.00135132,0.000304646,0.000446524,0.000173653,0.000557551,0.000306422,0.000561047,0.000320651,0.000318905,0.000463036,0.000471901,0.000520345,0.000406283,0.000581631,0.000524625,0.000366483,0.000530151,0.000463297,0.000428539,0.000582026,Environmental Information Processing,Signal transduction,Two-component_system,dctM; C4-dicarboxylate transporter DctM subunit
K11693,K11693: peptidoglycan pentaglycine glycine transferase (the first glycine),0,0,6.95E-06,0,0,6.12E-06,0,1.16E-05,5.44E-06,0,0,0,1.20E-05,0,0,5.21E-06,0,0,0,0,Metabolism,Glycan biosynthesis and metabolism,Peptidoglycan_biosynthesis,femX fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine)
K11694,K11694: peptidoglycan pentaglycine glycine transferase (the second and third,0,0,0,0,0,0,0,0,1.10E-05,0,0,0,6.06E-06,0,9.56E-06,5.25E-06,6.97E-06,0,6.25E-06,0,Metabolism,Glycan biosynthesis and metabolism,Peptidoglycan_biosynthesis,femA; peptidoglycan pentaglycine glycine transferase (the second and third glycine)
K11695,K11695: peptidoglycan pentaglycine glycine transferase (the fourth and fifth,0,0,6.87E-06,0,6.96E-06,0,9.35E-06,1.15E-05,0,6.13E-06,0,0,5.90E-06,0,0,5.17E-06,0,6.17E-06,0,6.73E-06,Metabolism,Glycan biosynthesis and metabolism,Peptidoglycan_biosynthesis,femB; peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine)
K11707,K11707: manganese/zinc/iron transport system substrate-binding protein,1.35E-05,0,0,0,0,0,1.27E-05,1.56E-05,0,0,0,0,8.00E-06,0,0,0,9.19E-06,0,8.25E-06,0,Environmental Information Processing,Membrane transport,ABC_transporters,troA mntA znuA; manganese/zinc/iron transport system substrate-binding protein
K11708,K11708: manganese/zinc/iron transport system permease protein,2.75E-05,0,0,0,0,0,1.23E-05,0,0,0,0,0,0,0,0,0,9.85E-06,0,8.84E-06,0,Environmental Information Processing,Membrane transport,ABC_transporters,troC mntC znuB; manganese/zinc/iron transport system permease protein
K11709,K11709: manganese/zinc/iron transport system permease protein,1.15E-05,0,0,0,0,0,2.43E-05,0,0,0,0,0,8.51E-06,0,0,0,1.76E-05,0,8.78E-06,0,Environmental Information Processing,Membrane transport,ABC_transporters,troD mntD znuB; manganese/zinc/iron transport system permease protein
K11710,K11710: manganese/zinc/iron transport system ATP- binding protein,1.70E-05,0,0,0,0,1.03E-05,1.56E-05,1.89E-05,8.54E-06,0,0,0,9.44E-06,0,0,8.78E-06,0,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,troB mntB znuC; manganese/zinc/iron transport system ATP- binding protein
K11711,K11711: two-component system sensor histidine kinase DctS,4.06E-05,2.63E-05,1.72E-05,1.55E-05,1.85E-05,1.53E-05,3.11E-05,1.90E-05,1.02E-05,1.54E-05,3.31E-05,3.55E-05,2.23E-05,1.96E-05,2.37E-05,9.82E-06,2.13E-05,7.64E-06,2.39E-05,1.72E-05,Environmental Information Processing,Signal transduction,Two-component_system,dctS; two-component system LuxR family sensor histidine kinase DctS
K11712,K11712: two-component system LuxR family response regulator DctR,8.15E-05,0.000206491,0.000129737,2.66E-05,1.39E-05,6.30E-05,0.000188264,2.44E-05,3.36E-05,0.000152206,7.72E-05,2.17E-05,7.27E-05,7.95E-05,0.000193891,4.26E-05,7.86E-05,0.000102031,1.23E-05,0,Environmental Information Processing,Signal transduction,Two-component_system,dctR; two-component system LuxR family response regulator DctR
K11717,K11717: cysteine desulfurase / selenocysteine lyase,0.000272866,0.000515877,0.000398897,0.000719163,0.000403502,0.000355491,0.000408458,0.000396594,0.000477098,0.000370291,0.000357779,0.000415586,0.000392168,0.000431452,0.000459426,0.000437489,0.000379673,0.000368051,0.000366621,0.000356014,Metabolism,Metabolism of other amino acids,Selenocompound_metabolism,sufS; cysteine desulfurase / selenocysteine lyase
K11719,K11719: lipopolysaccharide export system protein LptC,2.21E-05,1.47E-05,2.56E-05,5.39E-05,1.34E-05,2.43E-05,6.42E-05,1.27E-05,9.50E-06,0,2.09E-05,4.32E-05,1.31E-05,0,0,9.11E-06,4.42E-05,1.10E-05,2.61E-05,0,None,None,None,None
K11720,K11720: lipopolysaccharide export system permease protein,4.54E-05,3.16E-05,2.41E-05,4.30E-05,8.14E-06,2.07E-05,2.24E-05,3.27E-05,4.29E-05,1.43E-05,0,3.48E-05,1.34E-05,2.19E-05,1.07E-05,4.09E-05,3.14E-05,2.17E-05,2.05E-05,7.75E-06,Environmental Information Processing,Membrane transport,ABC_transporters,lptG; lipopolysaccharide export system permease protein
K11731,K11731: citronellyl-CoA dehydrogenase,1.07E-05,0,0,1.38E-05,7.71E-06,1.32E-05,0,1.26E-05,0,6.68E-06,0,0,1.29E-05,3.06E-05,0,0,7.40E-06,0,0,7.33E-06,Metabolism,Metabolism of terpenoids and polyketides,Geraniol_degradation,atuD; citronellyl-CoA dehydrogenase
K11732,K11732: phenylalanine-specific permease,8.95E-06,0,0,0,6.18E-06,0,0,1.03E-05,0,0,0,0,1.06E-05,8.51E-06,0,0,6.10E-06,0,5.47E-06,0,None,None,None,None
K11733,K11733: lysine-specific permease,2.56E-05,5.43E-06,0,0,0,0,2.37E-05,2.03E-05,9.25E-06,0,0,0,1.52E-05,8.05E-06,8.19E-06,0,5.97E-06,0,2.09E-05,5.72E-06,None,None,None,None
K11734,K11734: aromatic amino acid transport protein AroP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11735,K11735: GABA permease,8.67E-06,0,0,0,0,0,0,4.98E-06,0,0,0,8.80E-06,5.14E-06,1.65E-05,0,0,1.18E-05,0,5.30E-06,0,None,None,None,None
K11736,K11736: proline-specific permease ProY,8.28E-06,0,0,0,0,0,0,4.75E-06,0,0,0,8.41E-06,4.91E-06,0,0,0,5.64E-06,0,5.06E-06,0,None,None,None,None
K11737,K11737: D-serine/D-alanine/glycine transporter,1.79E-05,6.05E-06,0,0,5.83E-06,5.42E-06,8.50E-06,5.16E-06,4.59E-06,0,0,0,5.32E-06,8.54E-06,0,0,2.42E-05,0,5.49E-06,1.21E-05,None,None,None,None
K11738,K11738: L-asparagine permease,1.54E-05,1.05E-05,0,0,5.39E-06,5.21E-06,0,9.41E-06,3.67E-06,0,0,0,5.09E-06,8.16E-06,0,0,2.18E-05,4.24E-06,1.90E-05,1.13E-05,None,None,None,None
K11739,K11739: bacteriophage N4 adsorption protein A,1.27E-05,0,0,0,0,2.57E-06,0,7.30E-06,0,0,0,0,1.00E-05,0,0,0,1.15E-05,0,5.18E-06,2.86E-06,None,None,None,None
K11740,K11740: bacteriophage N4 adsorption protein B,2.46E-05,0,4.09E-06,0,0,1.44E-05,0,9.72E-06,0,0,0,0,6.70E-06,0,0,2.91E-06,7.67E-06,0,1.78E-05,4.01E-06,None,None,None,None
K11741,K11741: quaternary ammonium compound-resistance protein SugE,0.000237544,0.000316447,0.000298882,0.000339593,0.000217785,0.000156141,0.000111851,0.000295596,0.000399305,0.000316978,0.000224982,0.000387767,0.000234165,0.000261004,0.000370218,0.000382151,0.000270723,0.000268901,0.00021803,0.000267461,None,None,None,None
K11742,K11742: spermidine export protein MdtI,7.64E-05,0,2.60E-05,4.73E-05,0,0,0,2.22E-05,0,0,3.67E-05,0,2.30E-05,3.58E-05,0,0,2.64E-05,0,2.37E-05,0,None,None,None,None
K11743,K11743: spermidine export protein MdtJ,6.42E-05,8.95E-05,0,8.65E-05,0,2.03E-05,6.29E-05,3.93E-05,1.80E-05,0,0,0,6.04E-05,0,3.16E-05,3.44E-05,4.66E-05,0,6.23E-05,2.36E-05,None,None,None,None
K11744,K11744: AI-2 transport protein TqsA,2.29E-05,1.59E-05,1.57E-05,3.02E-05,1.58E-05,6.93E-06,1.08E-05,2.04E-05,2.60E-05,1.40E-05,2.23E-05,1.17E-05,2.78E-05,3.27E-05,1.07E-05,1.88E-05,2.35E-05,1.41E-05,1.40E-05,7.71E-06,None,None,None,None
K11745,K11745: glutathione-regulated potassium-efflux system ancillary protein KefC,1.39E-05,0,0,5.14E-05,9.27E-06,4.24E-06,1.92E-05,1.18E-05,3.64E-06,0,0,6.66E-06,2.40E-05,6.44E-06,0,0,2.79E-05,0,1.66E-05,1.38E-05,None,None,None,None
K11746,K11746: glutathione-regulated potassium-efflux system ancillary protein KefF,5.89E-05,0,0,0,1.26E-05,2.31E-05,1.57E-05,2.34E-05,0,0,0,2.44E-05,3.41E-05,0,0,0,1.53E-05,0,1.37E-05,1.23E-05,None,None,None,None
K11747,K11747: glutathione-regulated potassium-efflux system protein KefB,1.37E-05,4.51E-06,0,2.55E-05,0,1.27E-05,4.48E-05,7.89E-06,0,0,0,6.86E-06,4.14E-06,6.65E-06,0,0,1.91E-05,0,1.27E-05,0,None,None,None,None
K11748,K11748: glutathione-regulated potassium-efflux system ancillary protein KefG,2.18E-05,0,0,0,1.50E-05,0,0,2.47E-05,0,0,0,0,2.58E-05,0,0,1.97E-05,1.48E-05,0,1.33E-05,0,None,None,None,None
K11749,K11749: regulator of sigma E protease,0.000364242,0.000380642,0.00043549,0.000529712,0.000416943,0.000421657,0.000381458,0.000314087,0.000406925,0.00033268,0.000417579,0.000444182,0.000342954,0.000328941,0.000378838,0.000398536,0.000352946,0.000389285,0.000385219,0.000393266,Cellular Processes,Cell growth and death,Cell_cycle_-_Caulobacter,rseP; regulator of sigma E protease
K11750,K11750: esterase FrsA,1.02E-05,0,0,0,1.41E-05,6.19E-06,0,1.17E-05,0,0,0,0,6.04E-06,0,0,0,6.95E-06,0,6.23E-06,6.89E-06,None,None,None,None
K11751,K11751: 5'-nucleotidase / UDP-sugar diphosphatase,2.42E-05,1.03E-05,1.04E-05,2.90E-05,5.73E-06,0,1.41E-05,2.32E-05,0,1.50E-05,1.43E-05,7.82E-06,1.85E-05,1.52E-05,2.26E-05,4.07E-06,1.58E-05,9.92E-06,9.39E-06,2.16E-05,Metabolism,Nucleotide metabolism,Purine_metabolism,ushA; 5'-nucleotidase / UDP-sugar diphosphatase
K11752,K11752: diaminohydroxyphosphoribosylaminopyrimidine deaminase /,0.000381157,0.000464529,0.000415776,0.000532318,0.000479793,0.000347915,0.000429645,0.000380047,0.000353957,0.00039284,0.000470435,0.00048947,0.000380337,0.000526026,0.000540263,0.000354297,0.000501461,0.000375677,0.000411164,0.000518952,Metabolism,Metabolism of cofactors and vitamins,Riboflavin_metabolism,ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase
K11753,K11753: riboflavin kinase / FMN adenylyltransferase,0.000456683,0.000558927,0.000555457,0.000560977,0.00055005,0.000581759,0.000629638,0.00054542,0.000590208,0.000555439,0.000494381,0.000588293,0.000511031,0.000566498,0.000543644,0.000573004,0.000599514,0.000566723,0.000577706,0.000550987,Metabolism,Metabolism of cofactors and vitamins,Riboflavin_metabolism,ribF; riboflavin kinase / FMN adenylyltransferase
K11754,K11754: dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12,0.000477897,0.000549528,0.000495926,0.000615261,0.000581629,0.000512997,0.000573801,0.000541193,0.000487617,0.000583707,0.000588438,0.000548954,0.000603971,0.000567516,0.000619107,0.000540556,0.000601627,0.000571123,0.000628676,0.000531777,Metabolism,Metabolism of cofactors and vitamins,Folate_biosynthesis,folC; dihydrofolate synthase / folylpolyglutamate synthase
K11755,K11755: phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP,0.000482448,0.000685919,0.000606015,0.000685472,0.000609113,0.000550178,0.000629676,0.000630416,0.000533599,0.000616181,0.000542677,0.000629257,0.000449605,0.000624431,0.000665616,0.000521918,0.000619262,0.000634868,0.000630347,0.000611798,Metabolism,Amino acid metabolism,Histidine_metabolism,hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase
K11777,K11777: HAD superfamily phosphatase,0,0,0,0,0,1.09E-05,0,0,0,1.11E-05,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11778,K11778: cis-prenyltransferase dehydrodolichyl diphosphate synthase,0,9.56E-06,0,0,1.15E-05,8.46E-06,0,0,0,0,0,1.38E-05,0,0,0,0,0,0,0,0,Metabolism,Metabolism of terpenoids and polyketides,Terpenoid_backbone_biosynthesis,DHDDS RER2 SRT1; ditranspolycis-polyprenyl diphosphate synthase
K11779,K11779: FO synthase,0,3.50E-06,6.96E-06,0,6.78E-06,3.06E-06,0,2.90E-06,2.70E-06,6.21E-06,4.78E-06,5.12E-06,5.98E-06,9.34E-06,9.18E-06,5.18E-06,0,9.21E-06,0,6.63E-06,None,None,None,None
K11780,K11780: FO synthase subunit 1,0,0,0,0,0,7.12E-06,0,2.04E-05,0,2.17E-05,0,0,6.95E-06,0,0,0,0,7.26E-06,0,0,Metabolism,Energy metabolism,Methane_metabolism,cofG; FO synthase subunit 1
K11781,K11781: FO synthase subunit 2,0,0,3.08E-05,0,0,6.69E-06,0,1.29E-05,5.77E-06,2.08E-05,0,0,2.01E-05,0,0,6.11E-06,0,2.07E-05,0,0,Metabolism,Energy metabolism,Methane_metabolism,cofH; FO synthase subunit 2
K11784,K11784: de-hypoxanthine futalosine synthase,0,1.41E-05,1.46E-05,2.65E-05,0,1.93E-05,9.93E-06,1.82E-05,1.70E-05,6.51E-06,1.00E-05,1.07E-05,1.25E-05,1.01E-05,0,1.63E-05,7.21E-06,1.97E-05,6.47E-06,0,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,mqnC; cyclic dehypoxanthinyl futalosine synthase
K11787,K11787: phosphoribosylamine--glycine ligase / phosphoribosylglycinamide,4.06E-06,2.34E-05,1.01E-05,1.05E-05,1.28E-05,1.32E-05,8.68E-06,1.00E-05,8.25E-06,1.46E-05,0,1.05E-05,1.11E-05,7.80E-06,1.34E-05,1.12E-05,9.86E-06,6.95E-06,5.65E-06,1.04E-05,Metabolism,Nucleotide metabolism,Purine_metabolism,GART; phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase
K11788,K11788: phosphoribosylamine--glycine ligase /,0,7.11E-06,0,1.87E-05,0,1.27E-05,5.00E-06,0,0,0,0,0,3.12E-06,0,9.90E-06,1.89E-06,9.66E-06,3.35E-06,3.17E-06,8.48E-06,Metabolism,Nucleotide metabolism,Purine_metabolism,ADE5; phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase
K11806,K11806: WD repeat and SOF domain-containing protein 1,0,0,0,0,0,0,0,0,5.00E-06,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11808,K11808: phosphoribosylaminoimidazole carboxylase,0,0,0,0,0,0,0,4.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,ADE2; phosphoribosylaminoimidazole carboxylase
K11814,K11814: multidrug resistance protein EbrA,0,0,0,0,0,0,3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11815,K11815: multidrug resistance protein EbrB,0,0,0,0,0,0,0,0,1.85E-05,0,0,0,0,0,0,1.78E-05,0,0,0,0,None,None,None,None
K11825,K11825: AP-2 complex subunit beta-1,0,0,0,0,0,0,0,0,2.41E-06,0,0,0,0,0,0,0,0,0,0,0,Cellular Processes,Transport and catabolism,Endocytosis,AP2B1; AP-2 complex subunit beta-1
K11826,K11826: AP-2 complex subunit mu-1,0,8.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96E-06,0,0,0,0,Cellular Processes,Transport and catabolism,Endocytosis,AP2M1; AP-2 complex subunit mu-1
K11853,K11853: ubiquitin carboxyl-terminal hydrolase 34,0,0,0,0,0,0,0,6.86E-07,0,0,0,0,7.08E-07,0,0,0,0,0,0,0,None,None,None,None
K11890,K11890: type VI secretion system protein ImpM,1.75E-05,1.17E-05,0,0,0,3.36E-05,0,0,0,0,0,0,1.04E-05,1.67E-05,0,0,0,0,0,1.18E-05,None,None,None,None
