Gene,Name,Category,SuperPathway,SubPathway,KOAnnot,A,B,C,D,E,F,G,H,I,K,L,M,N,O,P,S,J,Q,R,T
K02822,K02822: PTS system ascorbate-specific IIB component,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,PTS-Ula-EIIB ulaB sgaB; PTS system ascorbate-specific IIB component,0.000304771,0.000117548,0.000147689,0.000109812,0.000121837,0.000134531,0.000167789,9.91E-05,0.000119405,0.000166943,0.000133615,0.000128901,8.33E-05,8.06E-05,0.000111832,0.000188787,0.000158079,0.000207783,0.000160456,0.00017727
K03077,K03077: L-ribulose-5-phosphate 4-epimerase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaF sgaE; L-ribulose-5-phosphate 4-epimerase,0.000146944,9.93E-05,0.000101984,0.000116524,0.000126784,6.7E-05,0.000104749,0.000148489,0.000128932,0.000156929,0.000169503,0.000152605,0.000211459,0.000138467,0.000161397,7.86E-05,7.91E-05,0.000112355,9.17E-05,0.000135818
K03078,K03078: 3-dehydro-L-gulonate-6-phosphate decarboxylase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaD sgaH; 3-dehydro-L-gulonate-6-phosphate decarboxylase,3.89E-05,0,0,0,0,0,0,2.23E-05,0,3.69E-05,1.98E-05,2.31E-05,0,0,9.99E-06,1.19E-05,0,1.33E-05,0,0
K03079,K03079: L-ribulose-5-phosphate 3-epimerase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaE sgaU; L-ribulose-5-phosphate 3-epimerase,2.9E-05,9.53E-06,9.83E-06,0,2E-05,8.66E-06,1.34E-05,1.67E-05,1.56E-05,2.71E-05,2.95E-05,1.72E-05,0,0,7.32E-06,8.72E-06,8.78E-06,0,1.74E-05,9.64E-06
K03080,K03080: L-ribulose-5-phosphate 4-epimerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbE; L-ribulose-5-phosphate 4-epimerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38E-06,0,0,1.25E-05,0,0
K03081,K03081: 3-dehydro-L-gulonate-6-phosphate decarboxylase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase,3.84E-05,0,0,0,0,0,0,1.1E-05,0,0,0,1.14E-05,0,0,0,1.17E-05,0,2.62E-05,0,0
K03082,K03082: hexulose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbU; hexulose-6-phosphate isomerase,7.45E-05,1.99E-05,3.07E-05,1.85E-05,3.08E-05,8.99E-05,4.18E-05,3.4E-05,5.56E-05,2.79E-05,4.59E-05,2.64E-05,2.77E-05,5.57E-05,6.84E-05,7.28E-05,5.5E-05,7.05E-05,4.61E-05,3.98E-05
K03331,K03331: L-xylulose reductase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,DCXR; L-xylulose reductase,1.73E-05,0,0,0,2.39E-05,2.01E-05,0,3.93E-05,2.76E-05,0,0,3.05E-05,4.94E-05,3.24E-05,2.64E-05,1.04E-05,0,0,0,1.17E-05
K03332,K03332: fructan beta-fructosidase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fruA; fructan beta-fructosidase,1.71E-05,3.89E-06,1.37E-05,3.72E-06,2.21E-05,1.41E-05,2.43E-05,1.17E-05,1.51E-06,3.79E-05,1.75E-05,1.04E-05,8.85E-06,1.09E-05,4.51E-06,1.45E-05,1.24E-05,1.64E-05,1.96E-05,1.75E-05
K03335,K03335: inosose dehydratase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolE; inosose dehydratase,0.000111419,4.7E-05,8.78E-05,3.55E-05,8.04E-05,0.000157121,9.4E-05,3.32E-05,5.99E-05,7.9E-05,0.000114105,3.32E-05,4.02E-05,0.000106315,7.95E-05,8.51E-05,0.00010269,8.55E-05,9.59E-05,8.84E-05
K03336,K03336: 3D-(35/4)-trihydroxycyclohexane-12-dione hydrolase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolD; 3D-(35/4)-trihydroxycyclohexane-12-dione acylhydrolase (decyclizing),3.28E-05,1.76E-05,4.98E-05,4.18E-05,4.08E-05,5.99E-05,3.69E-05,3.77E-05,4.24E-05,4.32E-05,6.67E-05,3.11E-05,4.99E-05,3.07E-05,4.4E-05,3.59E-05,4.43E-05,4.01E-05,4.08E-05,2.61E-05
K03337,K03337: 5-deoxy-glucuronate isomerase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolB; 5-deoxy-glucuronate isomerase,3.2E-05,5.3E-05,4.43E-05,0.00010093,3.29E-05,6.76E-05,8.98E-05,4.53E-05,9.44E-05,7.63E-05,1.62E-05,2.81E-05,6.07E-05,4.53E-05,7.34E-05,9.68E-05,5.93E-05,8.72E-05,4.97E-05,4.36E-05
K03338,K03338: 5-dehydro-2-deoxygluconokinase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolC; 5-dehydro-2-deoxygluconokinase,5.59E-05,5.81E-05,4.68E-05,7.71E-05,1.69E-05,4.12E-05,5.23E-05,3.54E-05,5.29E-05,4.66E-05,6.23E-05,1.45E-05,1.17E-05,4.59E-05,3.81E-05,3E-05,4.57E-05,5.85E-05,1.52E-05,2.1E-05
K03339,K03339: 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolJ; 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase,2.91E-05,0,2.02E-05,0,2.02E-05,8.9E-06,1.38E-05,0,7.72E-06,2.78E-05,2.98E-05,8.69E-06,0,0,0,1.79E-05,2.69E-05,2E-05,1.8E-05,0
K03366,K03366: acetoin dehydrogenase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,butA budC; meso-butanediol dehydrogenase / (SS)-butanediol dehydrogenase / diacetyl reductase,3.33E-05,0,1.12E-05,0,1.12E-05,4.13E-05,0,1.86E-05,8.87E-06,3.09E-05,0,2.9E-05,0,1.4E-05,0,1.98E-05,2.01E-05,2.23E-05,1E-05,1.09E-05
K03416,K03416: methylmalonyl-CoA carboxyltransferase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,E2.1.3.1-5S; methylmalonyl-CoA carboxyltransferase 5S subunit,0,0,0,0,0,4.99E-06,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
K03417,K03417: methylisocitrate lyase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,prpB; methylisocitrate lyase,4.13E-05,0,0,1.84E-05,3.83E-05,5.12E-05,2.71E-05,3.27E-05,2.95E-05,2.75E-05,2.74E-05,2.31E-05,1.17E-05,2.47E-05,2.09E-05,1.63E-05,1.72E-05,9.79E-06,1.73E-05,2.78E-05
K03418,K03418: NN-dimethylformamidase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E3.5.1.56; NN-dimethylformamidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03431,K03431: phosphoglucosamine mutase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmM; phosphoglucosamine mutase,0.000497272,0.000507383,0.000715457,0.000518362,0.000686737,0.000585871,0.000720392,0.000577284,0.000692695,0.000684197,0.000552437,0.000522914,0.000517632,0.000595791,0.000601352,0.000601946,0.000623424,0.000618573,0.000766059,0.00062078
K03475,K03475: PTS system ascorbate-specific IIC component,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,PTS-Ula-EIIC ulaA sgaT; PTS system ascorbate-specific IIC component,0.000134343,7.47E-05,3.07E-05,0.000110516,5.12E-05,0.000132088,9.66E-05,7.71E-05,6.5E-05,0.000113852,0.000141699,5.05E-05,7.99E-05,7.69E-05,7.23E-05,5.79E-05,5.04E-05,6.96E-05,7.89E-05,5.19E-05
K03476,K03476: L-ascorbate 6-phosphate lactonase,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaG; L-ascorbate 6-phosphate lactonase,0.000117481,3.08E-05,2.39E-05,0,3.19E-05,5.19E-05,4.34E-05,5.3E-05,1.23E-05,5.46E-05,3.49E-05,4.1E-05,5.5E-05,3.21E-05,2.36E-05,3.58E-05,4.31E-05,3.23E-05,4.25E-05,1.57E-05
K03737,K03737: putative pyruvate-flavodoxin oxidoreductase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,por nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase,0.000450045,0.000433663,0.0005388,0.000572944,0.000547342,0.000498103,0.000439053,0.000442663,0.000512299,0.000432734,0.000413397,0.000468008,0.000587691,0.00050412,0.000521577,0.000499463,0.000575505,0.000394388,0.000629612,0.000552141
K03738,K03738: aldehyde:ferredoxin oxidoreductase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,aor; aldehyde:ferredoxin oxidoreductase,9.13E-05,1.92E-05,6.83E-05,3.43E-05,6.44E-05,9.03E-05,2.57E-05,2.87E-05,2.57E-05,3.3E-05,4.71E-05,2.36E-05,2.54E-05,9.27E-05,2.18E-05,8.3E-05,3E-05,4.1E-05,3.94E-05,6.31E-05
K03777,K03777: D-lactate dehydrogenase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,dld; D-lactate dehydrogenase,1.64E-05,0,1.86E-05,0,1.75E-05,5.52E-06,8.54E-06,1.86E-05,4.89E-06,1.73E-05,9.24E-06,2.37E-05,8.65E-06,2.56E-05,2.25E-05,2.91E-05,1.12E-05,3.2E-05,1.13E-05,1.72E-05
K03778,K03778: D-lactate dehydrogenase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,ldhA; D-lactate dehydrogenase,0.000367681,0.000445049,0.00049084,0.000361494,0.000519798,0.000357011,0.000283305,0.000398964,0.000502926,0.000457083,0.000449381,0.000493433,0.000539614,0.000580557,0.000460375,0.000410237,0.000426811,0.000431814,0.000476255,0.000539386
K03779,K03779: L(+)-tartrate dehydratase alpha subunit,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttdA; L(+)-tartrate dehydratase alpha subunit,0.000126906,0.0001226,0.000194473,8.85E-05,0.000204454,0.000145489,0.000318058,0.000137556,0.000158862,0.000174118,0.000229439,0.00015869,0.000174544,0.000224478,0.00015179,0.000241577,0.000234654,0.000211571,0.000165915,0.000228952
K03780,K03780: L(+)-tartrate dehydratase beta subunit,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttdB; L(+)-tartrate dehydratase beta subunit,0.000164227,0.000147106,0.000237023,0.000102816,0.000183767,0.000122843,0.000322907,0.000210839,0.000162808,0.00017289,0.00014325,0.000205827,0.000232493,0.000266184,0.00015499,0.000297531,0.000198286,0.00033309,0.000211659,0.000246448
K03781,K03781: catalase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,katE CAT catB srpA; catalase,9.96E-05,0.000121978,6.76E-05,7.58E-05,8.76E-05,0.000162782,0.000100256,0.000131709,9.68E-05,9.89E-05,0.000111478,0.00013481,0.000166385,0.000159423,0.000118207,0.000120717,6.58E-05,8.61E-05,7.47E-05,8.63E-05
K03821,K03821: polyhydroxyalkanoate synthase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,phbC phaC; polyhydroxyalkanoate synthase,7.41E-06,4.26E-06,0,2.4E-05,1.02E-05,2.25E-05,0,1.76E-05,0,1.83E-05,0,4.36E-06,1.08E-05,0,5.92E-06,1.43E-05,0,7.99E-06,8.99E-06,0
K03841,K03841: fructose-16-bisphosphatase I,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,FBP fbp; fructose-16-bisphosphatase I,6.05E-05,6.65E-05,3.39E-05,9.31E-05,4.17E-05,2.07E-05,8.35E-05,4.59E-05,4.02E-05,7.02E-05,8.63E-05,3.57E-05,9.02E-05,0.000103624,3.58E-05,2.83E-05,3.09E-05,4.79E-05,4.49E-05,5.58E-05
K04020,K04020: ethanolamine utilization protein EutD,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,eutD; phosphotransacetylase,2.54E-05,0,0,0,8.94E-06,7.86E-06,1.22E-05,7.17E-06,6.94E-06,1.23E-05,1.32E-05,2.25E-05,1.19E-05,1.17E-05,0,7.64E-06,0,8.51E-06,0,8.75E-06
K04021,K04021: aldehyde dehydrogenase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,eutE; aldehyde dehydrogenase,2.72E-05,5.65E-06,0,0,0,0,0,3.11E-05,1.89E-05,0,0,1.59E-05,2.59E-05,8.24E-06,1.34E-05,1.64E-05,1.11E-05,1.23E-05,0,6.21E-06
K04022,K04022: alcohol dehydrogenase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,eutG; alcohol dehydrogenase,1.05E-05,0,0,0,7.38E-06,6.49E-06,0,6E-06,0,9.91E-06,1.09E-05,1.24E-05,0,0,0,1.93E-05,0,1.44E-05,0,0
K04041,K04041: fructose-16-bisphosphatase III,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,fbp3; fructose-16-bisphosphatase III,0.00034233,0.000370154,0.000397591,0.000434531,0.000475652,0.000435629,0.000545949,0.000421938,0.000473871,0.000494294,0.000484017,0.000424198,0.000470601,0.000373178,0.000434478,0.000450038,0.000486261,0.000491745,0.000429109,0.000426639
K04042,K04042: bifunctional protein GlmU,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase,0.000359624,0.000306753,0.000311104,0.000465514,0.000333457,0.000329516,0.000316521,0.000328852,0.000311966,0.000253618,0.000277471,0.000256037,0.000216736,0.000301197,0.000343684,0.000383043,0.000353829,0.000329381,0.000371948,0.000357153
K04072,K04072: acetaldehyde dehydrogenase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase,0.000303029,0.000279187,0.000298223,0.000235368,0.000212786,0.000304768,0.000211764,0.000231038,0.000272499,0.000228349,0.000218881,0.000216731,0.00021275,0.000241575,0.000255918,0.000238939,0.000288755,0.000208413,0.000267698,0.000272146
K04073,K04073: acetaldehyde dehydrogenase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,mhpF; acetaldehyde dehydrogenase,4.16E-05,0,0,0,0,0,0,1.54E-05,0,0,0,7.87E-06,0,0,0,1.72E-05,0,0,0,0
K04835,K04835: methylaspartate ammonia-lyase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,mal; methylaspartate ammonia-lyase,0,0,2.81E-05,0,1.41E-05,4.32E-05,0,1.17E-05,2.19E-05,0,0,6.03E-06,0,8.93E-06,5.22E-06,1.25E-05,4.4E-05,2.09E-05,4.43E-05,2.07E-05
K05304,K05304: sialic acid synthase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,NANS SAS; sialic acid synthase,3.58E-05,3.14E-05,0,0,1.61E-05,1.43E-05,1.1E-05,2.73E-05,2.53E-05,2.26E-05,2.38E-05,2.82E-05,2.29E-05,1.1E-05,1.83E-05,7.19E-06,0,8.01E-06,0,7.95E-06
K05305,K05305: fucokinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,FUK; fucokinase,4.46E-05,7.24E-05,4.01E-05,3.95E-05,6.79E-05,5.98E-05,9.29E-05,3.85E-05,7.19E-05,5.91E-05,3.55E-05,3.97E-05,7.39E-05,5.92E-05,6.36E-05,3.7E-05,2.64E-05,6.34E-05,1.54E-05,5.22E-05
K05308,K05308: gluconate dehydratase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,gnaD; gluconate/galactonate dehydratase,1.02E-05,0,0,0,0,0,0,0,0,0,0,6.07E-06,0,0,5.26E-06,0,0,0,0,0
K05341,K05341: amylosucrase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E2.4.1.4; amylosucrase,5.36E-05,4.89E-05,9.29E-05,7.68E-05,0.000113933,9.87E-05,0.000155632,8.83E-05,8.35E-05,0.000121124,0.000139182,9.59E-05,0.000128857,0.000113978,9.4E-05,0.000108226,0.000120165,0.000134407,0.000121969,8.79E-05
K05342,K05342: alphaalpha-trehalose phosphorylase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E2.4.1.64; alphaalpha-trehalose phosphorylase,0,0,0,0,0,3.07E-06,0,0,2.71E-06,4.8E-06,1.03E-05,0,0,4.73E-06,2.6E-06,0,0,0,3.13E-06,0
K05343,K05343: maltose alpha-D-glucosyltransferase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treS; maltose alpha-D-glucosyltransferase/ alpha-amylase,2.35E-05,0.000115397,9.68E-05,6.74E-05,6.41E-05,8.61E-05,7.43E-05,0.000119697,0.000150443,0.000115603,9.89E-05,0.000108218,0.00011179,8.68E-05,0.000123366,7.42E-05,0.000142635,6.22E-05,0.000113794,8.31E-05
K05344,K05344: glucose-1-phosphate phosphodismutase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E2.7.1.41; glucose-1-phosphate phosphodismutase,3.81E-05,2.54E-05,1.34E-05,0,6.64E-05,3.44E-05,3.64E-05,4.33E-05,3.08E-05,1.84E-05,1.97E-05,4.51E-05,3.62E-05,3.56E-05,2.95E-05,3.47E-05,2.34E-05,2.59E-05,1.2E-05,7.8E-05
K05349,K05349: beta-glucosidase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,bglX; beta-glucosidase,0.000940464,0.00190133,0.00137269,0.00117053,0.00126308,0.00159495,0.00167412,0.00146976,0.00160358,0.00175259,0.00176817,0.00145448,0.00157517,0.00145452,0.00155508,0.00149677,0.00138292,0.00167429,0.00134571,0.00131795
K05350,K05350: beta-glucosidase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,bglB; beta-glucosidase,0.000219923,0.000226162,0.000304349,0.000176964,0.000161633,0.000249317,0.000269724,0.000183828,0.000255301,0.000186028,0.00015383,0.000195312,0.000160897,0.000173007,0.000185208,0.000237682,0.000361067,0.000248999,0.000404623,0.000176135
K05351,K05351: D-xylulose reductase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E1.1.1.9; D-xylulose reductase,0,0,0,0,3.21E-05,2.15E-05,4.37E-05,1.98E-05,3.07E-05,3.34E-05,2.41E-05,3.45E-05,4.36E-05,3.22E-05,2.95E-05,2.16E-05,2.13E-05,4.75E-05,1.42E-05,3.14E-05
K05352,K05352: ribitol-5-phosphate 2-dehydrogenase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,tarJ; ribitol-5-phosphate 2-dehydrogenase,0,0,1.71E-05,1.55E-05,0,1.5E-05,0,7.11E-06,6.63E-06,0,0,7.34E-06,0,0,0,0,2.29E-05,0,2.3E-05,0
K05523,K05523: molecular chaperone HchA (Hsp31),Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,hchA; molecular chaperone Hsp31 and glyoxalase 3,1.47E-05,0,0,0,1.02E-05,8.84E-06,0,8.45E-06,0,0,0,8.72E-06,1.4E-05,2.72E-05,7.48E-06,8.99E-06,0,2.01E-05,0,1.98E-05
K05606,K05606: methylmalonyl-CoA epimerase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,MCEE epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase,0,4.15E-05,0,0,0,1.88E-05,2.91E-05,0,1.33E-05,0,0,0,0,0,1.28E-05,0,0,0,0,0
K05774,K05774: ribose 15-bisphosphokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,phnN; ribose 15-bisphosphokinase,6.63E-05,0,0,0,3.06E-05,1.23E-05,0,3.85E-05,1.22E-05,0,2.32E-05,1.35E-05,2.03E-05,2.13E-05,1.17E-05,1.4E-05,0,3.11E-05,1.32E-05,0
K05973,K05973: poly(3-hydroxybutyrate) depolymerase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E3.1.1.75 phaZ; poly(3-hydroxybutyrate) depolymerase,1.85E-05,0,0,3.61E-05,0,3.08E-05,8.34E-06,5.11E-06,0,0,9.03E-06,1.05E-05,0,0,0,5.89E-06,0,6.01E-06,0,0
K06044,K06044: (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treY glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06118,K06118: UDP-sulfoquinovose synthase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,SQD1 sqdB; UDP-sulfoquinovose synthase,0,0,6.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06151,K06151: gluconate 2-dehydrogenase alpha chain,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,E1.1.99.3A; gluconate 2-dehydrogenase alpha chain,2.88E-05,0,0,0,0,0,0,0,0,6.78E-06,0,0,0,6.89E-06,0,0,4.4E-06,0,4.42E-06,0
K06152,K06152: gluconate 2-dehydrogenase gamma chain,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,E1.1.99.3G; gluconate 2-dehydrogenase gamma chain,3.49E-05,0,0,0,0,1.06E-05,0,0,0,0,0,0,0,1.63E-05,1.16E-05,0,1.07E-05,0,0,0
K06606,K06606: inosose isomerase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolI; 2-keto-myo-inositol isomerase,4E-05,3.85E-05,3.12E-05,0,3.99E-05,2.59E-05,2.58E-05,8.66E-06,4.43E-05,5.47E-05,5.86E-05,2.68E-05,4.05E-05,5.39E-05,5.92E-05,5.38E-05,2.78E-05,4.97E-05,3.74E-05,2.88E-05
K06611,K06611: stachyose synthetase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E2.4.1.67; stachyose synthetase,0,0,0,0,0,0,4.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
K06859,K06859: glucose-6-phosphate isomerase archaeal,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pgi1; glucose-6-phosphate isomerase archaeal,0.000183862,0.000169756,5.94E-05,0,8.24E-05,0.000166158,0.000104157,8.65E-05,8.99E-05,0.000159274,0.000139249,0.000100849,0.000172868,0.000113471,0.000125299,2.75E-05,0.000102401,3.06E-05,9.3E-05,0.000108706
K06896,K06896,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,mapP; maltose 6'-phosphate phosphatase,0.000371583,0.000567423,0.000472717,0.000389249,0.000559807,0.000584338,0.000595142,0.0006066,0.000520733,0.000663939,0.000606171,0.000622204,0.000819347,0.00074266,0.000516084,0.000480592,0.000420803,0.000563934,0.000420814,0.000558152
K07026,K07026: mannosyl-3-phosphoglycerate phosphatase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase,1.56E-05,0,0,0,0,0,0,8.95E-06,0,0,0,9.23E-06,0,0,0,9.52E-06,0,2.12E-05,0,0
K07046,K07046,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,K07046; L-fuconolactonase,7.46E-05,1.96E-05,4.08E-05,3.63E-05,2.86E-05,5.34E-05,8.28E-05,1.68E-05,3.02E-05,1.09E-05,0,2.59E-05,1.09E-05,3.83E-05,2.84E-05,3.75E-05,1.84E-05,3.93E-05,2.69E-05,1.74E-05
K07106,K07106: N-acetylmuramic acid 6-phosphate etherase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,murQ; N-acetylmuramic acid 6-phosphate etherase,0.000233091,0.000259116,0.000182859,0.000243431,0.000230185,0.000325784,0.000187849,0.000275286,0.000251557,0.00025851,0.000216004,0.000274458,0.000277472,0.000348941,0.000209299,0.000193411,0.000188908,0.00021781,0.000189451,0.000223249
K07130,K07130,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,kynB; arylformamidase,0.000261327,0.000138471,0.000158677,0.000225402,0.000148947,0.000196736,0.000177264,0.000151463,0.000121125,9.4E-05,6.71E-05,0.00011924,0.000103707,9.91E-05,0.000147423,0.000186306,0.000140285,9.03E-05,0.000120682,0.00016781
K07246,K07246: D-malate dehydrogenase (decarboxylating),Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttuC dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase,1.19E-05,7.58E-06,3.98E-05,0,4.07E-05,4.89E-05,6.59E-05,3.34E-05,0,2.26E-05,1.19E-05,3.48E-05,2.26E-05,2.22E-05,6.04E-06,2.14E-05,0,0,0,3.17E-05
K07248,K07248: glycolaldehyde dehydrogenase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase,4.38E-05,2.95E-05,6.09E-06,4.42E-05,3.66E-05,5.34E-05,1.66E-05,3.52E-05,3.77E-05,6.72E-05,8.06E-05,4.15E-05,3.36E-05,5.77E-05,3.16E-05,4.83E-05,5.44E-06,5.4E-05,5.47E-06,3.57E-05
K07250,K07250: (S)-3-amino-2-methylpropionate transaminase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase,4.81E-05,3.15E-05,5.87E-05,5.91E-05,5.2E-05,3.45E-05,4.42E-05,4.91E-05,2.56E-05,4.43E-05,2.85E-05,6.24E-05,3.72E-05,0,4.84E-05,2.89E-05,5.21E-05,3.2E-05,3.46E-05,5.83E-05
K07281,K07281,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,ipct; 1L-myo-inositol 1-phosphate cytidylyltransferase,0,0,1.36E-05,0,0,0,1.85E-05,0,0,0,0,0,0,0,0,1.22E-05,0,1.36E-05,1.23E-05,0
K07404,K07404: 6-phosphogluconolactonase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,pgl; 6-phosphogluconolactonase,0.00029606,0.000212457,0.000235902,0.000149214,0.000220768,0.000187296,0.000311709,0.000140799,0.000197489,0.000248015,0.000191875,0.000202635,0.000278933,0.000230472,0.000183375,0.000259748,0.00018999,0.00028103,0.000227808,0.000215007
K07405,K07405: alpha-amylase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.1A; alpha-amylase,9.31E-05,0.0002701,0.000130519,0.000413466,0.000174445,0.000186396,0.000112731,0.000181747,0.000162121,0.00014449,0.000174665,0.000178565,0.00027146,0.000177981,0.00015258,0.000126622,0.000130647,0.000184971,0.000134649,0.00014669
K07406,K07406: alpha-galactosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,melA; alpha-galactosidase,0.000174727,9.11E-05,0.000146371,5.85E-05,7.7E-05,0.000164561,5.27E-05,0.000125193,8.9E-05,0.000140275,0.000112566,0.000116618,0.000104342,6.91E-05,0.000100727,0.000149474,0.000152682,9.54E-05,0.000141506,0.000101963
K07407,K07407: alpha-galactosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E3.2.1.22B galA rafA; alpha-galactosidase,0.000428274,0.000963524,0.00089593,0.000758401,0.000617533,0.000792685,0.000815749,0.000810632,0.000870362,0.000817246,0.000926395,0.000840598,0.000856845,0.000720731,0.000916653,0.000794741,0.000793783,0.000882568,0.000806908,0.000637228
